 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
   unk, f,30,19860223, , annabel, abbatista, sa, cheltenham,5041,180, corringle close, , 617 81759536,9591271,4
,,,,,,,,,,,,,,,
   usa, f,29,19871110, , luke, oneill, , obi obi,3163,22, allawah flats, , 08 58182589,9117592,8
,,,,,,,,,,,,,,,
   eng, m, ,19950122, , tuscany, aiken, nt, pine creek,2560,1, jansz crescent, brer park, 03 42037084,6158923,8
,,,,,,,,,,,,,,,
   gre, f,28, , ms, joe, stavropoulou, qld, marys creek,2113,18, diggles street, , 03 36259769,9031458,2
,,,,,,,,,,,,,,,
   tur, ,27,19890823, , kane, basgil, nsw, university of new england,2026,103, mount vernon drive, , 03 38388749,7794669,9
,,,,,,,,,,,,,,,
 ira, m,36,19800112, , jordyn, nasiry, nsw, westleigh,2147,7, rivett street, , 612 17490967,9863994,1
,,,,,,,,,,,,,,,
   abo, f,29,19871215, , caleb, marika, nsw, tilpa,3134,21, dumas street, locn 1699, 02 56646846,2681217,2
,,,,,,,,,,,,,,,
 unk, f,31, , , calep, abadi, qld, mount kelly,2135,24, byrne street, , 07 93783458,9413305,9
,,,,,,,,,,,,,,,
   chi, f,6,20100530, , katherine, mung, nsw, bowna,3192,35, hurtle avenue, , 2 41228072,2682567,1
,,,,,,,,,,,,,,,
 wel, f,26,19900309, , fynn, lello, vic, williamstown,4814,72, alma cl ose, , 02 90624462,5769522,0
,,,,,,,,,,,,,,,
 eng, f, , , mr, jessica, royceston, nsw, seven hills west,3149,1, wattle s treet, , 02 91699381,8497296,0
,,,,,,,,,,,,,,,
   ina, ,33,19830222, , paris, wibowo, nsw, blakehurst,3183,38, gilbert street, weemilah, 2 29257449,5764209,8
,,,,,,,,,,,,,,,
 jap, f,35,19810110, mr, thomas, kawas ima, nsw, dundas valley,6053,6, palana place, grassmere downs, 02 44936162,1838056,7
,,,,,,,,,,,,,,,
 usa, , ,19750709, pfc, cameron, noel, wa, ucarty,6053,21, kilby crescent, , 08 64601806,5276567,5
,,,,,,,,,,,,,,,
   ind, f,40,19760824, dr, lewis, vishnuraman, qld, pilerwa,6230,81, crick place, , ,3719589,8
,,,,,,,,,,,,,,,
   , f,24,19921019, mr, nacoya, grosser, , mount gravatt,2221,23, daley crescent, , 07 22012183,9784608,4
,,,,,,,,,,,,,,,
   dut, ,32,19840717, , alexandra, michielssens, sa, villawood,5162,72, cunningham street, trail view, 7 79238506,4062587,1
,,,,,,,,,,,,,,,
 ita, f,28, , , ethan, bianchi, vi , dadswells bridge,2605,50, millen street, , ,3213518,3
,,,,,,,,,,,,,,,
 cze, f,32,19840204, , zali, burianova, act, parliament house,4655,81, rounsevell street, , 612 73067848,7567250,0
,,,,,,,,,,,,,,,
   unk, f,29,19870402, mr, heath, stratou, nsw, edgecliff,3214,10, freda gibson circuit, , 2 63302196,1775710,2
,,,,,,,,,,,,,,,
   chi, f,34,19821111, , grace, fok, vic, collins street east,2036,33, wettenhall circuit, extension, 08 01032976,2188768,0
,,,,,,,,,,,,,,,
   chi, f,22, , , samuel, suen, , vermont,3941,52, tank street, , 03 63228260,1026136,7
,,,,,,,,,,,,,,,
 ind, f,33,19830815, , tasman, jimuta, qld, morayfie1d,3204,5, waller crescent, mt warrigal retrmnt vlge, 3 19518049,4891861,1
,,,,,,,,,,,,,,,
 ger, m,32,19840728, , christian, kresch, nsw, yerong creek,5600, 8 1, pelsart street, , 612 63846126,1803628,5
,,,,,,,,,,,,,,,
   eng, , ,19090311, , matisse, oliverson, sa, taperoo,2060,17, illingworth street, , 07 95587237,5786783,6
,,,,,,,,,,,,,,,
   ser, , ,19230101, , harrison, ondruska, qld, horseshoe bay,2311,15, nangor street, , 613 28832076,4047201,0
,,,,,,,,,,,,,,,
 unk, f,26,19901211, ms, kade, strainij, qld, doolandella,2291,3, , nort star resort, 3 72043760,4939982,5
,,,,,,,,,,,,,,,
   eng, f,34,19820720, , cooper, cristians, qld, pink lily,4161, , harpur place, , 613 66269013,2854112,4
,,,,,,,,,,,,,,,
   hun, f,27,19890128, , harvey, horthy, vic, chepstowe,2582,2, keverstone circuit, , 618 03867331,5982973,0
,,,,,,,,,,,,,,,
 gre, f,28, , ms, joe, stavropoulou, qld, marys creek,2113,18, , , 03 36259769,9031458,2
,,,,,,,,,,,,,,,
 chi, ,34,19821107, , michaela, jong, nsw, maude,6151,2, goyder street, , 612 51047315,3679133,2
,,,,,,,,,,,,,,,
   ger, m,25,19910424, , harriet, rundstedt, qld, koombooloomba,4472,19, parker street, , 03 03062665,5427245,6
,,,,,,,,,,,,,,,
   unk, f, ,19480911, ms, cassidy, abbitt, qld, kooralbyn,2330,98, emery street, aleon, 07 90644834,9841056,9
,,,,,,,,,,,,,,,
   fin, f,28,19881219, , jake, laitinen, vic, ceres,2073,3, prout place, violet creek, 8 64431874,6592802,2
,,,,,,,,,,,,,,,
   ser, f,34,19821102, mr, logan, siladjdzic, vic, dianella,2877,11, warland place, , 04 19426136,7564839,2
,,,,,,,,,,,,,,,
 unk, m, ,19380519, , georgia, straw, nsw, yarrawonga,2035,6, stroud place, monk ni, 02 97986765,6164061,5
,,,,,,,,,,,,,,,
   usa, ,24,19920201, ms, caitlin, reynolds, sa, kingscote,3138,36, tyson street, , 07 87910542,8451955,7
,,,,,,,,,,,,,,,
 dut, ,32,19840717, , aleandra, michielssens, sa, villawood,5162,72, cunningham street, trail view, 7 79238506,4062587,1
,,,,,,,,,,,,,,,
   chi, f,28,19880615, dr, patrick, phan, wa, south yunderup,3084,40, campaspe circuit, the lakes retirement village, 08 85731945,2057105,4
,,,,,,,,,,,,,,,
 usa, m,24,19920630, , madelyn, prown, nsw, bannister,2148,9, majura avenue, urambi vlge, 02 74058643,2946005,6
,,,,,,,,,,,,,,,
 eng, f,32,19841023, , dylan, tennyson, nsw, dund s,7051,20, temperley street, carrington retrmnt vlge, 2 30649411,2178077,0
,,,,,,,,,,,,,,,
   , f,31,19850705, , samuel, carbone, nsw, congo,4006,18, barnes place, byado, 2 10942937,7347934,8
,,,,,,,,,,,,,,,
 ina, f, ,19630929, , jake, santoso, , sd albans,4153,31, ross smith crescent, , 03 33665562,3210110,6
,,,,,,,,,,,,,,,
 usa, f,29,19870922, , lachlan, , nsw, punxbowl,3131,94, croton street, , 612 34425074,4023453,4
,,,,,,,,,,,,,,,
   unk, f, ,19710815, , kiarnee, scottjackson, nsw, kangaroo valley,3103,11, ina gregory circuit, , 612 93815777,3100743,1
,,,,,,,,,,,,,,,
   chi, ,30,19860115, , koben, lok, , joondalup,3073,6, bellinger circuit, winchester, 02 09238230,9760689,7
,,,,,,,,,,,,,,,
 fin, m,10,20060816, , renee, jarvinen, qld, acacia ridge,7261,19, hamlet p ace, , 03 13685339,8333246,9
,,,,,,,,,,,,,,,
 wel, f,31,19850118, , , probert, sa, elizabeth west,2283,59, arabana street, oxonia, 03 45453599,8225716,3
,,,,,,,,,,,,,,,
 chi, f,6,20100303, , hnnah, chau, nsw, oxford falls,4060,77, cotton street, moonbi, 07 94071626,2978479,3
,,,,,,,,,,,,,,,
   usa, f, ,19490411, ms, lachlan, richard, sa, maylands,3515,2, cockburn street, new lyn farm, 07 63749946,8537663,7
,,,,,,,,,,,,,,,
 vie, ,35,19151030, , keahley, toai, nsw, walgett,2024,12, canning street, , 2 34444722,9736884,6
,,,,,,,,,,,,,,,
 chi, m,12,20041115, , christopher, pan, sa, kensington park,2425,144, namatjira drive, gobongo, 07 58229191,4821281,0
,,,,,,,,,,,,,,,
   wel, f,29,19870610, , charlotte, gwyn, qld, taranganba,3072,271, gadali crescent, , 03 50129283,4278088,8
,,,,,,,,,,,,,,,
   ind, f,31,19851217, dr, lauren, sachdev, vic, durham lead,3037,8, banks street, , 08 66181768,5513151,6
,,,,,,,,,,,,,,,
   ger, f,31,19850521, ms, patrick, gros, vic, tecoma,2440,210, northbourne avenue, , 618 07861065,5019509,9
,,,,,,,,,,,,,,,
 eng, f,33, , , jacop, michaelson, , hurstville south,6163,95, poynton street, , 07 78085351,6172746,4
,,,,,,,,,,,,,,,
 jap, m,24, , , matisse, aburakoji, , nyora, ,24, , evestob park, 04 14410088,2711313,3
,,,,,,,,,,,,,,,
 eng, , ,19350110, , cameron, bernardson, wa, kalumburu,3305,5, ferry place, , 08 53456264, 7185 519,4
,,,,,,,,,,,,,,,
   unk, f, ,19240104, , nicholas, strampher, nsw, glenhaven,3204,102, mainoru place, , 612 35435132,6799029,6
,,,,,,,,,,,,,,,
 unk, f,23,19931125, , sam, scogin, qld, miles end,6282,5, audas place, ,808914502,3102481,6
,,,,,,,,,,,,,,,
   eng, f,27,19891005, mr, mikayla, haward, vic, harston,6215,72, alarmon crescent, llangollen, 08 65927167,6052627,8
,,,,,,,,,,,,,,,
 chi, f,13, , , zarlia, ruan, wa, kellyville,2282,64, , john flynn medical centre, 02 05966275,5898052,9
,,,,,,,,,,,,,,,
 sri, ,33,19830822, ms, kelsye, kalpage, ql d, fernvale,4160,6, read place, , 613 87223839,9779838,5
,,,,,,,,,,,,,,,
 unk, ,21, , ms, kane, abbitt, vic, lysterfield,2015,10, brokway circuit, , 618 04296827,9192126,1
,,,,,,,,,,,,,,,
   usa, m,37,19790603, , jessica, dotson, nsw, doctor george mountain,6028,22, steffanoni circuit, , 612 55371369,7874261,3
,,,,,,,,,,,,,,,
   usa, ,22,19940705, , dale, gonzales, qld, turallin,2145,21, serra place, , 613 53710115,1664019,0
,,,,,,,,,,,,,,,
 eng, f,31,19850516, ms, hattie, hightower, wa, cadoux,228,47, simon place, , 8 54785963,9694483,1
,,,,,,,,,,,,,,,
 usa, m, ,19761218, , stelio, park, sa, matta flat,6139,34, britten-jones drive, , 617 33330497,9260265,7
,,,,,,,,,,,,,,,
   ina, f,27,19890101, pfc, julia, hartono, nsw, goonellabah,4878,589, couchman crescent, wellwood, 02 88299490,2647778,9
,,,,,,,,,,,,,,,
   unk, f,30,19860113, sgt, ethan, streich, qld, bushley,2357,7, sentry crescent, , 3 51528867,5069441,7
,,,,,,,,,,,,,,,
   eng, f,32,19840602, , joshua, sutherland, nsw, failford,2199,33, brigalow street, pinda, 02 25800400,7743069,9
,,,,,,,,,,,,,,,
 chi, m,28,19880602, , luke, goh, n w, deua river valley, ,16, shackleton circuit, medical centre, 02 58826743,7324929,8
,,,,,,,,,,,,,,,
   unk, f,24,19921106, , chloe, scjum, nsw, university of new england,4120,29, , , 2 95737683,6322703,3
,,,,,,,,,,,,,,,
   eng, f, ,19761013, pfc, chloe, babcocke, qld, wynnum,3810,137, barr-smith avenue, , 07 97356220,7000746,0
,,,,,,,,,,,,,,,
   ser, m, ,19480922, pfc, jack, beslavic, vic, ,6010,24, dryandra street, , 08 95519719,5872593,4
,,,,,,,,,,,,,,,
   unk, ,34,19820310, , joel, aaternir, vic, burleigh heads,2151,197, brunswick circuit, , 618 30084060,4079881,2
,,,,,,,,,,,,,,,
 rus, , ,19651115, , keely, cernomyrdin, nsw, bankstown,2508,1697, blaxcell place, rowethorpe, 612 45534949,8881716,9
,,,,,,,,,,,,,,,
   usa, f,32,19840619, dr, taliah, waller, nsw, monga,2517,8, gordon place, , 02 65300677,9017698,9
,,,,,,,,,,,,,,,
   unk, f,30,19860408, ms, amber, strawbridge, vic, wye river,2573,16, coolac place, main beach medical centre, 08 50923699,5769206,8
,,,,,,,,,,,,,,,
 chi, ,30,19860706, ms, ualeb, guo, , sandgate,2120,5, plante place, , 07 19905833,8591808,4
,,,,,,,,,,,,,,,
   ger, f,24,19921224, ms, samantha, hofer, nsw, billinudgel,2508,35, keverstone circuit, , 2 83240784,2675932,8
,,,,,,,,,,,,,,,
   eng, f,27,19891001, , tarshya, leonardson, qld, pine hills,4115,16, burnside street, , 03 32328061,2492988,0
,,,,,,,,,,,,,,,
 unk, f,34,19820221, , hannah, abat, vic, south dudley,3150,5, hartleystreet, pleasant view, 08 86445728,6949768,8
,,,,,,,,,,,,,,,
   , ,29,19871213, mr, hana, grubb, wa, birkdale,6233,208, monaghan place, broome vacation village, ,9061080,1
,,,,,,,,,,,,,,,
 chi, f, ,19080611, ms, eliza, sek, nt, pine creek,3081,3, hopkins street, hajelwood garden, 03 20995777,2503937,0
,,,,,,,,,,,,,,,
 ara, , ,19780826, , daniel, rahan, sa, woodcroft,3021,6, novar street, , 7 41630441,6032792,5
,,,,,,,,,,,,,,,
 ind, f,7,20090430, , thomas, japra, nsw, karang ,2263,40, kater place, , 02 21861493,8896194,8
,,,,,,,,,,,,,,,
 usa, f, ,19860724, ms, kye, best, , bangor,4880,1, moahduant place, , 03 83057683,8018502,8
,,,,,,,,,,,,,,,
   eng, ,36,19801006, sgt, mikayla, rogerson, qld, elanora,3153,6, tipiloura street, , 613 66670064,1236279,6
,,,,,,,,,,,,,,,
 chi, f,27,19890325, , charlie, lieu, , brighton- e-sands,870,74, garling street, delmar, 02 30007240,8460486,8
,,,,,,,,,,,,,,,
 , m,12,20040819, , ad m, burnell, , wangaratta,2044,3, corser place, , 08 93091442,7905307,1
,,,,,,,,,,,,,,,
 chi, f,30,19861101, pfc, dylan, su, vic, joslin,317,206, dent place, blueberry hill, 8 64392116,1491188,2
,,,,,,,,,,,,,,,
   ind, ,32,19840602, ms, emiily, vanchinathan, nsw, tacoma,6258,18, packham place, , 612 47360015,7682337,1
,,,,,,,,,,,,,,,
   eng, f,22,19940304, mr, noah, northrop, vic, steiglitz,6430,115, limestone avenue, boonawah, 8 55023380,9659592,3
,,,,,,,,,,,,,,,
 eng, f,30,19860209, , katelyn, linwood, sa, enfield,3168,10, monaro crescent, , 7 29425327, 82814 89,1
,,,,,,,,,,,,,,,
   usa, f,37,19790926, , jasmine, moran, vic, st helens,4017,3, tobin place, invernahaven, 618 06987003,1195057,7
,,,,,,,,,,,,,,,
 eng, f,35, , , charlotte, merchant, nsw, mandurama,4055, 7 9, heagney crescent, kilnacrott, 2 05829479,3824439,3
,,,,,,,,,,,,,,,
 pol, f,2,19940815, ms, mia, banaszak, vic, powelltown,3677,98, william wilkins crescent, boxwood vale, 03 96909238,6846105,3
,,,,,,,,,,,,,,,
   unk, f,31,19850816, , maya, abbetmeyer, vic, tongala,4215,18, culgoa circuit, , 8 10915987,8320274,3
,,,,,,,,,,,,,,,
   usa, f,30,19861106, , mya, christian, qld, one mile,3630,72, bonney street, cranbrook, 03 00380990,9191537,7
,,,,,,,,,,,,,,,
 unk, ,3,19820310, , joel, aaternir, vic, burleigh heads,2151,197, brunswick circuit, , 618 30084060,4079881,2
,,,,,,,,,,,,,,,
   usa, f,28,19880219, , adrian, middleton, qld, springlands,3130,46, burgan place, sec 654 hd pt gawler cnr boundary, 08 00818758,5906568,8
,,,,,,,,,,,,,,,
   dan, f, ,19310813, mr, amy, kjÖlbye, qld, pink lily,4312,10, ingamells street, , 03 96040976,6585541,3
,,,,,,,,,,,,,,,
 gre, f,35,19810510, ms, ruben, eliades, , coomba ah,2021,26, goldner circuit, , 07 95873273,7812074,6
,,,,,,,,,,,,,,,
   eng, ,12,20040423, , daniel, alfson, wa, harrismith,2283,51, newdegate street, byeni rummerys hill, 8 10405704,8890406,6
,,,,,,,,,,,,,,,
   unk, f,30,19860220, ms, isabella, aaberg, vic, eaglemont,2228,8, reader court, tagarra, 8 64926337,8744088,8
,,,,,,,,,,,,,,,
 eng, m,32,19880722, , lewis, marchand, qld, martynvale,3037,103, donnison place, the pines hostel, 613 91411138,6988629,5
,,,,,,,,,,,,,,,
   ger, f,28,19880411, , georgia, dernesch, , ryde,4066,4, leita court, , 02 36598165,5048653,4
,,,,,,,,,,,,,,,
 cze, m,34,19940612, mr, darcy, urban, qld, boompa,2077,399, , , 03 79961329,3417938,4
,,,,,,,,,,,,,,,
 eng, ,38,19780426, , rosme, quigg, nsw, gulgong,5162,52, julia flynn avenue, , 2 53810572,3370232,2
,,,,,,,,,,,,,,,
   dut, f,12,20041228, cpt, laura, burger, sa, st kilda,3850,1, london circuit, keppoch, 07 82028397,8166800,3
,,,,,,,,,,,,,,,
 jap, f, 1Z,20040112, ms, nicholas, satoh, act, cook,3337,7, glynn place, , 02 42708431,5390357,8
,,,,,,,,,,,,,,,
   usa, f,29,19870803, ms, ryan, barnes, wa, konnongorring,6210, , bertel crescent, , 8 03542744,8005936,5
,,,,,,,,,,,,,,,
   fre, f,25,19910728, dr, joshua, blanc, nsw, tilba tilba,4810,108, araluen street, , ,3492278,7
,,,,,,,,,,,,,,,
   eng, , ,19930524, , livia, becket, wa, mueller ranges,6014,52, paling place, , 03 67345969,5487523,4
,,,,,,,,,,,,,,,
 eng, f,7,20090201, , wil, pemberdon, nsw, narellan vale,3796,14, kallara close, , 612 87048384,8290050,9
,,,,,,,,,,,,,,,
 , f,22,19940624, , devan, crighton, ns w, ungarie,2085,29, gamor street, , 612 01577133,4258173,4
,,,,,,,,,,,,,,,
 ina, f,19,19971012, ms, sienna, iskandar, ns , wooli,2111,351, lane-poole place, , 612 82274258,6355443,7
,,,,,,,,,,,,,,,
   unk, f,37,19790801, pfc, maddison, aakre, vic, gelantipy,3564,29, canberra avenue, , 618 15817886,4950398,5
,,,,,,,,,,,,,,,
 usa, m,29,19871012, , amelia, ferguson, vic, paddington,2046,23, kinleyside crescent, , 08 06322446,3853581,5
,,,,,,,,,,,,,,,
   usa, m,29,19871012, , amelia, ferguson, vic, paddington,2046,23, kinleyside crescent, morrells park, 08 06322446,3853581,5
,,,,,,,,,,,,,,,
   eng, ,11,20050128, mr, michael, danielson, nsw, russell lea, ,2491, goodchild street, , 02 93082087,6610340,7
,,,,,,,,,,,,,,,
   ind, ,30,19860416, , liam, saswata, nsw, tolga,3799,35, dandenong court, vlla 18 pacific bay resort, 2 04354520,9711192,1
,,,,,,,,,,,,,,,
 unk, f, ,19830627, , oliver, scopel, wa, ,5011,190, archdall street, , 08 03195297,5764356,8
,,,,,,,,,,,,,,,
 unk, m,26,19900602, ms, arki, scollard, nsw, kembl awarra,3000,5, newman morris circuit, villa 5, 2 26572541,1336329,2
,,,,,,,,,,,,,,,
 eng, f,29, 1987 716, , timara, neville, , camden,3162,186, ebden street, laurieton hvn ret, 03 81496670,3767807,2
,,,,,,,,,,,,,,,
 usa, f,23,19930613, , jack, harper, nsw, longueville,3013,141, baraccbi crescent, , 2 45705151,9698804,8
,,,,,,,,,,,,,,,
   unk, f,35,19810105, ms, shandril, scogin, sa, st morris,3198,97, murchison street, , 7 56987387,5367690,7
,,,,,,,,,,,,,,,
   pol, ,34,19820807, , jacobie, eile, qld, yimbun,4221,4, o'hara close, , 03 61405098,9946077,6
,,,,,,,,,,,,,,,
 unk, ,29, , , lochlan, stratou, , deniliquin,4036,4, attunga street, masonic retirement village, 08 80916740,4736431,1
,,,,,,,,,,,,,,,
 , ,29,19870313, , ryan, finlay, act, kippax,4573,9, house circuit, , 612 07394324,2489166,5
,,,,,,,,,,,,,,,
 chi, f,29,19870729, , thomas, fok, qld, south b ngera,4207,15, kilby crescent, , 3 64076328,2659074,5
,,,,,,,,,,,,,,,
 eng, m, ,19321017, dr, casey, acker, wa, benjinup,4271, , sage close, , 08 69385275,5851589,1
,,,,,,,,,,,,,,,
   ind, m,10,20060219, ms, jack, pant, wa, barbalin,3134,34, shackleton circuit, arton vlge, 618 38913084,2749844,9
,,,,,,,,,,,,,,,
 eng, ,23,19930109, , emiily, walmsley, vic, point lonsdale,5244, 1 90, gibbons street, , 618 39306568,1994964,1
,,,,,,,,,,,,,,,
   eng, f,28,19880923, pfc, michael, britton, nsw, cabramatta,2041,4, southwood retreat, allman court, 02 33390099,3494687,0
,,,,,,,,,,,,,,,
   unk, f,30,19860213, , emiily, stranger, wa, higginsville,2137,19, hervey place, , 02 68008033,5285255,0
,,,,,,,,,,,,,,,
 chi, m, ,19290518, , amber, on, nsw, malvern east,4074,31, vogelsang place, , 612 26763250,3477458,7
,,,,,,,,,,,,,,,
 unk, m,27,19891114, ms, emiily, aateruir, qld, dajarra,6111,72, federal highway, , 02 51802080,5714173,0
,,,,,,,,,,,,,,,
 chi, n,29,19870512, , kade, sze, qld, harlin,6210,32, wyangala street, , 613 79993544,9009338,2
,,,,,,,,,,,,,,,
 rom, ,26,19901225, , damien, gherea, nsw, ed en,3109,7, wilkins street, , 2 05858001,4628800,4
,,,,,,,,,,,,,,,
 unk, f,42,19740830, ms, timothy, scopel, , port pirie,2162,79, boucaut place, rosa blanca, 08 9724 1632,5234639,8
,,,,,,,,,,,,,,,
 eng, f,27,19890401, mr, tyron, taggart, vic, manangatang,3095,15, kinsel la street, , 8 74593881,6894122,7
,,,,,,,,,,,,,,,
 ser, m,37,19791121, , riley, soric, nsw, coolum beach,2256,22, hughes crescent, , 02 48574483,7564508,8
,,,,,,,,,,,,,,,
   unk, m,28,19881016, , beau, abadi, nsw, dalwood,4503,22, hinton place, mulbring est, 612 28655774,7613990,1
,,,,,,,,,,,,,,,
   unk, f, ,19170226, mr, georgia, scime, nsw, toonumbar,3196,3, elliott street, , 02 78531065,9608902,1
,,,,,,,,,,,,,,,
   rus, f, ,19440626, , annabelle, bulygina, qld, kelvinhaugh,3219,78, veale street, , 613 31173994,8392887,1
,,,,,,,,,,,,,,,
 chi, f,30,19860129, , , bau, vic, merton,2077,8, jardine strit, , 8 95312278,5338651,1
,,,,,,,,,,,,,,,
 eng, f,36,19800908, mr, scott, fraser, nsw, morans crossing,4211,77, willoughby crescent, the pondexrosa, 612 53023268,8174481,0
,,,,,,,,,,,,,,,
   vie, m, ,19081224, , danielle, tru, nsw, yallah,2200,35, tucana street, , 2 03675847,5303929,5
,,,,,,,,,,,,,,,
   eng, f,35,19810610, mr, kayla, ingham, nsw, tingira heights,4113,84, albermarle place, , 02 38909684,1659220,8
,,,,,,,,,,,,,,,
 usa, f,32,19841115, pfc, ethan, sharp, qld, northgate,2250,15, cheetham place, robertson barracks, 07 20068826,7744104,5
,,,,,,,,,,,,,,,
 usa, m,30,19860628, , jasper, aguirre, nsw, termil,3070,16, stieglitz circuit, , 612 03320067,3760265,5
,,,,,,,,,,,,,,,
 unk, m,30,19861109, , kynan, abat, qld, vincent,2440,51, aubuahn street, windara, 613 75390869,3456895,1
,,,,,,,,,,,,,,,
   ira, f,33,19830507, ms, keira, hatami, nsw, yass,6019,22, dryandra street, , 2 88743135,7726959,6
,,,,,,,,,,,,,,,
 eng, f,28,19880331, , jacinta, matthewson, sa, nangwarry,2540,277, lokhbuy street, sherwood, 617 90729278,6664541,5
,,,,,,,,,,,,,,,
 eng, f,31,19850307, , , kitchen, wa, kalbarri,7015,291, bull street, , 08 75101839,4061145,6
,,,,,,,,,,,,,,,
   unk, m,29,19871217, , mitchell, scollard, , paddington,2121,4, canberra avenue, strathmore vineyard, 07 07945078,7514578,8
,,,,,,,,,,,,,,,
 eng, f,32,19840602, , joshua, sutherland, nsw, failford,2199,33, brigalowstreet, pinda, 02 25800400,7743069,9
,,,,,,,,,,,,,,,
 chi, f,28,19880615, dr, patrick, phan, wa, south yunderup,3084,46, campaspe circuit, the lakes retirement village, 08 85731945,2057105,4
,,,,,,,,,,,,,,,
 eng, f,22,19940725, , lauren, ryley, vic, eazt sale raaf,2194,46, stuart street, , 8 54938123,2157926,3
,,,,,,,,,,,,,,,
   eng, f,31,19850307, , , kitchen, wa, kalbarri,7015,29, bull street, , 08 75101839,4061145,6
,,,,,,,,,,,,,,,
   eng, ,31,19850612, ms, gianni, traviss, vic, woodstock,2144,9, gillies street, boronia, 08 17318176,5969063,5
,,,,,,,,,,,,,,,
   , f,22,19940624, , devan, crighton, nsw, ungarie,2085,29, gamor street, , 612 01577133,4258173,4
,,,,,,,,,,,,,,,
 unk, f,29,19871203, , , scinto, qld, ,3127,13, longmore crezcent, , 3 81498905,2550230,9
,,,,,,,,,,,,,,,
 eng, f, ,19000328, ms, reganne, leonardson, nsw, laughtondale,2456,2, hawkesbu y crescent, , 02 62694343,5210733,1
,,,,,,,,,,,,,,,
   usa, f,9,20070418, pfc, george, robbins, vic, broken hill,4108,9, ashley drive, , 08 23761245,9297438,8
,,,,,,,,,,,,,,,
 hun, f, ,19881027, , hannah, petofi, nsw, lake munmorah,4701,135, john cleland crescent, , 03 5642 831,9133492,2
,,,,,,,,,,,,,,,
   eng, f, ,19720510, , jade, christopher, nsw, enfield,2448,19, wilkinson street, st pauls court, 2 24924423,5966936,5
,,,,,,,,,,,,,,,
 usa, f,26,19900621, mr, olivia, lo, nsw, smiths lake,4872,36, unaipon avenue, , 08 29021388,7216237,8
,,,,,,,,,,,,,,,
 eng, f,28,19881209, , isabella, hardwick, act, fisher,4402,32, maltby ciahcuit, mt pleasant, ,1475645,5
,,,,,,,,,,,,,,,
 usa, f,10,20060324, ms, freya, benson, vic, tungam ah,4105,47, dianella street, , 08 80558844,4840280,6
,,,,,,,,,,,,,,,
   chi, f,31,19851207, dr, joshua, chia, nsw, hamilton south,4570,323, marr street, greenwood, 2 57033964,5865646,6
,,,,,,,,,,,,,,,
   ger, f,29,19871017, , mitchell, buhle, , maslin beach,4215,2, sprent street, village on the green, 02 99776596,5307341,7
,,,,,,,,,,,,,,,
   ina, f,19,19971012, ms, sienna, iskandar, nsw, wooli,2111,351, lane-poole place, , 612 82274258,6355443,7
,,,,,,,,,,,,,,,
   chi, m,28,19881226, dr, olivia, mok, nsw, north richmond,5113,9, whitham place, brentwood vlge, 612 70533136,5270091,3
,,,,,,,,,,,,,,,
   vie, ,35,19811212, , keahley, toai, nsw, walgett,2024,12, canning street, , 2 34444722,9736884,6
,,,,,,,,,,,,,,,
   usa, m,33,19830824, , carlin, orr, qld, ferndale,2660,116, crowder circuit, , 3 01241106,1595058,3
,,,,,,,,,,,,,,,
 ser, ,30,19860419, , arabella, milanova, vic, eppink,6021,2, fullwood street, , 618 26929075,4958299,7
,,,,,,,,,,,,,,,
   eng, f,19,19971101, , lucy, tollemache, , gwynneville,2541,81, elliott street, , 03 29110458,9608755,9
,,,,,,,,,,,,,,,
   eng, ,21,19951119, , jacob, milligan, nsw, euchareena,3132,62, may mills close, , 2 98663876,3143950,8
,,,,,,,,,,,,,,,
   ind, f, ,19770313, , madeleine, nishit, sa, ,2096,48, unaipon avenue, berady, 7 63409513,5989777,5
,,,,,,,,,,,,,,,
   unk, f,27,19890306, , erin, scjum, nsw, ,2099,7, dalabon crescent, georgedale, 612 56113869,9569151,4
,,,,,,,,,,,,,,,
 tha, m,27,19890402, ms, emiily, bunnang, nsw, lawrence,2580,14, crisp c rcuit, , 02 46852921,1382652,8
,,,,,,,,,,,,,,,
 , m, ,19960620, , mondanna, godfrey, nsw, wang wauk,5061,1, , , 03 80015682,9875981,5
,,,,,,,,,,,,,,,
   unk, ,29,19870114, ms, nicholas, abbatista, sa, moonta bay,4103,14, lukey place, , 07 00292295,1024455,7
,,,,,,,,,,,,,,,
   sri, f, ,19020404, , cameron, bandartilleke, nsw, hornsby heights,5108,45, dominion circuit, dinta, 2 01349527,4079134,7
,,,,,,,,,,,,,,,
 unk, f,41, , , claire, 5trapp, vic, chelsea,3226,13, mckinley circuit, , 8 76480743,8483763,1
,,,,,,,,,,,,,,,
 usa, m,26,19900104, , matilda, cooper, qld, rathdo wney,3156,31, shenton crescent, mica creek, 3 00086334,9209513,1
,,,,,,,,,,,,,,,
 eng, f,21, , ms, ella, britton, qld, hoahseshoe bay,5113,11, mcdowell street, uarah, 3 85845540,7078289,6
,,,,,,,,,,,,,,,
 hun, w,27,19890128, , harvey, horthy, vic, chepstowe,2582,2, keverstone circuit, , 618 03867331,5982973,0
,,,,,,,,,,,,,,,
 usa, f,38, , , noah, sosa, ns , mumbil,2090,39, livingston avenue, rose-lea, 08 28669489,7118406,9
,,,,,,,,,,,,,,,
