 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
,,,,,,,,,,,,,,,
   unk, f, ,19900330, , brody, stranger, vic, caulfield north,4152,58, antill street, , 03 46825225,8988297,2
,,,,,,,,,,,,,,,
   pak, f,22,19940916, dr, jack, , nsw, south turramurra,3073,117, marengo place, parish lorne, 2 43068490,6746053,2
,,,,,,,,,,,,,,,
   usa, ,24,19920621, ms, lucas, mayo, sa, poochera,2602,46, heagney crescent, , ,7500650,6
,,,,,,,,,,,,,,,
   wel, f,9,20070902, , emiily, rees, nsw, iluka, ,4, hawkesbury crescent, , 2 86697127,7051442,5
,,,,,,,,,,,,,,,
   spa, ,31,19850920, , jordan, , nsw, east gresford,3337,33, holman street, , 2 79007583,4605757,7
,,,,,,,,,,,,,,,
   fin, f, , , ms, charlotte, rÖnkkÖ, qld, ascot,2260,282, howitt street, emerald garden, 3 38280069,9815584,2
,,,,,,,,,,,,,,,
   chi, f,34,19820922, , imogen, dang, nt, brinkin,2047,5, kingsford smith drive, , 02 37787310,4787399,3
,,,,,,,,,,,,,,,
   usa, f,36,19800315, , jacob, , nsw, forresters beach,3220,4, barnett close, , 02 89965378,2968045,7
,,,,,,,,,,,,,,,
   usa, f, , , , marcus, kim, vic, linton,2280,9, millpost close, rmbh 884, 8 42671379,6329190,0
,,,,,,,,,,,,,,,
   usa, f,28,19880627, dr, keely, mccoy, nsw, carrai,3155,16, lincoln close, , 02 91574278,4315644,8
,,,,,,,,,,,,,,,
   usa, m,31,19851104, mr, jordan, stevenson, , tarrawanna,2345,68, sugarloaf circuit, homestead caravn park, 04 55083142,6774756,1
,,,,,,,,,,,,,,,
   ind, f,34,19820904, , olivia, tusti, , dianella,2795,14, wambool street, , 03 69153048,4306997,5
,,,,,,,,,,,,,,,
   unk, m, , , , michael, scollard, qld, woodwark,3690,14, shepherdson place, , 03 35410956,1746534,0
,,,,,,,,,,,,,,,
   ind, f,30,19861216, , daniel, sapthotharan, vic, epsom,7120,122, badimara street, the plateau, 8 56950840,1476031,8
,,,,,,,,,,,,,,,
   usa, m, ,19310604, , sarah, foreman, nsw, mullaley,3931,11, harry hopman circuit, , 612 71649539,8215685,2
,,,,,,,,,,,,,,,
   ger, f,31,19850708, , michelle, wernli, vic, kaniva,4556,76, palana place, , 8 42787369,2348023,2
,,,,,,,,,,,,,,,
   chi, f, ,19140324, mr, jacob, yue, wa, ,4214,9, molesworth street, redhill, ,2408582,5
,,,,,,,,,,,,,,,
   usa, ,27,19890224, ms, dale, hendricks, vic, cudgewa,3132,12, durham place, , 618 46687046,1932427,6
,,,,,,,,,,,,,,,
   iri, f,30,19860929, , clodagh, hanegan, sa, mount burr,3177,510, warner place, , 7 79091766,4893631,6
,,,,,,,,,,,,,,,
   tur, f, ,19880126, hon, jack, rst, tas, pyengana,2233,24, worrall street, , 7 55261885,9081805,0
,,,,,,,,,,,,,,,
   usa, f,38,19780330, , jasmyn, graves, qld, mackay,5046,495, goyder street, sheep station, 3 83690959,1665802,1
,,,,,,,,,,,,,,,
   nor, ,9,20070702, mr, sidonie, klØvstod, vic, wandong,4470,67, , summer hill, 8 55230038,6543184,7
,,,,,,,,,,,,,,,
   ind, f,29, , , jacob, pandian, vic, kingsville,2500,310, aspinall street, northbourne, 04 87753862,7372720,0
,,,,,,,,,,,,,,,
   eng, f,21,19951124, pfc, alexandra, garrod, qld, ascot vale,4216,19, mugglestone place, , 613 39022740,4148601,2
,,,,,,,,,,,,,,,
   unk, f,27, , , caitlin, strangway, qld, tin can bay, ,36, jerrabomberra avenue, , 03 83852760,2502394,9
,,,,,,,,,,,,,,,
   ind, f,30,19860629, ms, lachlan, deshmukh, act, ,3199,76, fink crescent, emerald banks, 2 60719925,3784638,2
,,,,,,,,,,,,,,,
   ind, f,8,20080126, , jack, chabbria, , regents park,2125,9, carter crescent, , 08 78782489,5566293,0
,,,,,,,,,,,,,,,
   ser, f,22, , , charles, bosnyak, qld, wainui,2756,60, mctaggart crescent, , ,4321504,2
,,,,,,,,,,,,,,,
   hun, f,36,19800308, sgt, joshua, szatmary, , rowville,2074,8, lambrigg street, , 07 12120840,5351346,7
,,,,,,,,,,,,,,,
   ger, f,31,19851222, ms, emiily, schulden, wa, parker range,5013,24, embling street, wyndbourne park, 8 12226041,1313074,0
,,,,,,,,,,,,,,,
   ind, m,26, , dr, aidyn, ranjana, qld, cape moreton,4405,1, mackerras crescent, la rhune, 03 92060209,5096417,5
,,,,,,,,,,,,,,,
   ind, m,36,19800503, , shenae, sathyanarayana, , dinner plain,3187,14, waterfield place, , 08 73119991,6775021,5
,,,,,,,,,,,,,,,
   cze, ,31,19850410, ms, mia, cuprik, qld, shorncliffe,2259,34, worrell place, , 03 96023604,8857361,7
,,,,,,,,,,,,,,,
   tha, m,38,19780923, ms, sienna, thongoon, wa, yallabatharra,2061,10, dampier crescent, , 08 15059388,9925153,1
,,,,,,,,,,,,,,,
   ina, f,26,19900927, , thomas, sutanto, vic, woodstock,2620,2, amaroo street, kieta, 08 93049588,2414866,8
,,,,,,,,,,,,,,,
   ger, f,33,19831117, , meg, kapitan, nsw, woombye,2171,28, maitland street, hawksview, 2 80857683,2384859,1
,,,,,,,,,,,,,,,
   unk, , ,19240523, , chase, schwanke, , st clair,4823,7, castieau street, , 02 94795662,1045938,1
,,,,,,,,,,,,,,,
   usa, f,21,19950530, mr, tanar, vasquez, nsw, tucabia,2199,12, eggleston crescent, , 02 81554652,8674665,9
,,,,,,,,,,,,,,,
   fin, f,26, , , luca, ronkainen, vic, baarmutha,4051,17, herschell circuit, rosetta village, 618 60591917,2792704,1
,,,,,,,,,,,,,,,
   ind, ,30,19861028, mr, michael, raghuram, sa, ki ki,5251,201, sturt avenue, , 617 39577456,6125432,8
,,,,,,,,,,,,,,,
   nor, f,32,19840825, , caitlin, wangel, vic, koonwarra,2324,35, sid barnes crescent, , 8 01647985,5303786,6
,,,,,,,,,,,,,,,
   usa, f,25,19910825, , abbey, wynn, vic, lalor,3068,13, alice jackson crescent, , 8 08379333,4280860,3
,,,,,,,,,,,,,,,
   eng, ,25,19911008, , hannah, ryley, vic, hillcrest,3043,25, captain cook crescent, cornvale, 8 25760981,4799660,6
,,,,,,,,,,,,,,,
   usa, f,36,19800526, , thomas, herring, , sanctuary point,4210,1, jerrabomberra avenue, , 03 91982092,5718131,1
,,,,,,,,,,,,,,,
   usa, f,30,19861122, ms, charlotte, mcconnell, qld, coverty,3199,52, carmichael street, riverglen marina, 3 37832631,8281164,9
,,,,,,,,,,,,,,,
   unk, f, ,19850407, , nemesia, scoby, wa, lyalls mill,3311,1118, musgrove street, neretva, 618 65297110,8359262,0
,,,,,,,,,,,,,,,
   usa, f,22,19940110, ms, madeline, sutton, qld, mentmore,2040,19, hodgson crescent, , 02 16472214,2374953,6
,,,,,,,,,,,,,,,
 eng, f,33,19831211, mr, brooklyn, thom on, vic, muckleford south,4019,106, markham street, , 618 21315526,1526990,1
,,,,,,,,,,,,,,,
   usa, f,26,19900617, , paige, gibbs, nsw, waitara,2607,196, henty street, carnsdale, 04 55586364,4869899,2
,,,,,,,,,,,,,,,
   fre, f, ,19250816, , samantha, lebrocq, , brighton,4109,24, beazley crescent, crathie, 03 28373010,3184693,5
,,,,,,,,,,,,,,,
   eng, f,26,19900211, , jake, morce, qld, nelly bay,2224,36, arawang lane, , 03 54683090,4749840,2
,,,,,,,,,,,,,,,
   eng, f,30,19861220, dr, mitchell, gibb, wa, coolbellup,2067,21, laptz close, brentwood village, 618 17125831,3025098,9
,,,,,,,,,,,,,,,
   usa, f, ,19750616, ms, daniel, mercer, wa, israelite bay,6232,20, petterd street, , 02 50429290,5070394,8
,,,,,,,,,,,,,,,
   eng, f,29,19870105, , isabella, babcock, qld, boompa,4350,11, nemarang crescent, , ,8005374,8
,,,,,,,,,,,,,,,
   ger, f, ,19381103, dr, isabella, tellenbach, qld, corinda,2199,17, paschke place, ruglen, 3 78177318,3812368,6
,,,,,,,,,,,,,,,
   ger, f,28,19881113, , daniel, rsslar, wa, metricup,3840,5, mcminn close, cooramin, 08 68866819,2390223,3
,,,,,,,,,,,,,,,
   rus, f,33,19830918, , jacob, motorina, tas, whitemore,2452,35, limestone avenue, owena, 617 16358486,4336452,4
,,,,,,,,,,,,,,,
   ind, f, ,19301014, , sam, muppala, vic, inverleigh,3825,437, a'beckett street, , 08 25680032,1787591,5
,,,,,,,,,,,,,,,
   chi, f, ,19711005, , , cui, qld, wishart,3160,22, vonwiller crescent, wahronga-lea, 08 02501374,3876859,3
,,,,,,,,,,,,,,,
   , f,27,19891024, , portia, narayana, nsw, kyalite,4012, , hindmarsh drive, , 02 79161141,6534781,1
,,,,,,,,,,,,,,,
   unk, f,35,19810817, , eliza, aarcy, nsw, kurnell,2176,18, starke street, , 612 36844483,7698354,1
,,,,,,,,,,,,,,,
   chi, f,30,19861120, , chelsea, hei, vic, newlands arm,2066,33, eggers place, martins well station, 618 84799144,9810117,8
,,,,,,,,,,,,,,,
   eng, f, ,19140715, , kaitlin, victorsen, wa, chowerup,5158,18, belconnen way, sutton, 618 99322678,7083685,5
,,,,,,,,,,,,,,,
 usa, f, ,19310820, , caitlin, parkst, sa, lock,3137,68, coverdale street, old mia mia school, 617 95803566,6083734,7
,,,,,,,,,,,,,,,
   eng, f,30,19861215, , malakai, kendrick, vic, murroon,2324,3, bargang crescent, , 08 09197953,4990547,3
,,,,,,,,,,,,,,,
   fre, ,7, , , millie, thenardier, sa, kingoonya,810,10, duggan street, old cob, 617 05087655,5302842,6
,,,,,,,,,,,,,,,
   ger, f,33,19830615, , lily, stanfelj, vic, cororooke,6230,16, wilkins street, , 8 63398245,7548617,7
,,,,,,,,,,,,,,,
   sri, ,25,19910917, , ethan, perera, vic, taylors lakes,4113,23, palana place, glenworth, 618 20431876,9930404,2
,,,,,,,,,,,,,,,
   chi, f,29,19870919, hon, oscar, meng, tas, boat harbour,2234,71, durack street, , 07 21437993,6689185,9
,,,,,,,,,,,,,,,
   eng, m,30,19860317, mr, brooke, huddleson, qld, caffey,2036,116, fitzsimmons street, , 613 51484475,1592465,2
,,,,,,,,,,,,,,,
   eng, f,31,19850418, , makayla, hamm, vic, brunswick,7310,10, hanson place, pindara medical centre, 618 88836965,7706868,9
,,,,,,,,,,,,,,,
   tur, ,32,19841124, ms, stephanie, temiz, qld, tingun,5096,43, dixon drive, , 613 77861333,6149543,5
,,,,,,,,,,,,,,,
   eng, f,25,19910807, , kobe, simonson, act, harrison,2530,27, tytherleigh street, , 612 32312331,1676285,4
,,,,,,,,,,,,,,,
   usa, ,22,19940314, mr, mitchell, blanchard, nsw, cromer,3170,81, margany street, polynesian village, 612 41979465,2604073,7
,,,,,,,,,,,,,,,
   eng, f,24, , , alisha, quickley, vic, aberfeldie,2337,90, mckibbin place, somerset cottage, 08 02542798,9042717,9
,,,,,,,,,,,,,,,
   usa, f,38,19780908, , tiahana, molina, , worongary,5044,17, bolger place, , 07 37682355,6515019,8
,,,,,,,,,,,,,,,
   sri, f,35,19810721, , nathan, kwawansha, sa, cherry gardens,4112,51, bateman street, tourist caravn park, 617 57849531,8248918,1
,,,,,,,,,,,,,,,
   fre, m,24, , , kane, gottignie, nsw, surry hills,4068,9, diamond street, port hills, 07 81638218,7668859,3
,,,,,,,,,,,,,,,
   eng, , , , ms, nicholas, harden, vic, hedley,4160,12, twamley crescent, , ,3875805,2
,,,,,,,,,,,,,,,
   ser, ,36,19800820, , matthew, nacuk, nsw, nullamanna,3168,81, leist street, sec 1, 612 60099743,5254585,0
,,,,,,,,,,,,,,,
   fin, ,32,19840215, ms, shelby, rekiaro, , hackham west,2110,10, blamey crescent, beerenberg farm, 04 14936242,4917177,3
,,,,,,,,,,,,,,,
   tur, f,32,19840710, , claudia, tagma, , purga,4032,128, rossell place, pineview farm, 07 05156470,7024858,4
,,,,,,,,,,,,,,,
   unk, m,13,20030808, mr, amber, straw, qld, ferny grove,4740,36, mugga way, hopefield, ,8305828,6
,,,,,,,,,,,,,,,
   eng, f,23,19931111, ms, rachel, kelsey, , lalor,5164,48, christmas street, , 04 35336772,8535521,7
,,,,,,,,,,,,,,,
   unk, f,31,19850117, dr, olivia, abbitt, vic, greensborough,2479,39, newlop street, , 618 80501906,8089680,3
,,,,,,,,,,,,,,,
   unk, f,27,19890426, mr, flynn, streckfuss, nsw, curlwaa,2539, , baskerville street, , 612 40027971,8427308,9
,,,,,,,,,,,,,,,
   ger, f,31,19851214, , alicia, wei, nsw, nerrina,3023,48, albermarle place, , ,6028958,9
,,,,,,,,,,,,,,,
   nor, f,32,19841029, ms, lily, naess, vic, mount egerton,6163,133, lane-poole place, kangaroo grnd, 8 31861364,3978341,2
,,,,,,,,,,,,,,,
   eng, f,9,20070613, pfc, nicholas, bramson, vic, modewarre,4701,19, leichhardt street, , 08 77073147,3384309,1
,,,,,,,,,,,,,,,
   eng, f,22,19940916, pfc, mya, martins, wa, picton east,5033,16, norton street, , 8 15038321,9780615,8
,,,,,,,,,,,,,,,
   chi, m,31,19850701, ms, james, kao, nsw, mount ousley,4350,42, moore street, leisure living vlge, 02 81220300,2189693,5
,,,,,,,,,,,,,,,
   unk, f,28,19880816, mr, holly, scollard, nsw, kapooka,4205,60, victor place, redlands, 2 29297987,7149798,1
,,,,,,,,,,,,,,,
   ind, ,24,19921108, ms, amy, gungwani, sa, port gawler,6210,5, burn street, swansea, 617 68572190,1970731,6
,,,,,,,,,,,,,,,
   eng, m,29,19870520, , sophie, styles, , port elliot,2093,12, greenvale street, rosedale, 08 96361317,8158039,1
,,,,,,,,,,,,,,,
   usa, f,31,19850619, , jarrod, curry, nsw, oyster bay,2176,15, scrivener street, shamrock vale, 2 35930359,9963999,5
,,,,,,,,,,,,,,,
   unk, m, ,19441111, ms, kyle, aarcy, wa, metricup,2747,9, allwood street, , 02 82421612,6572676,8
,,,,,,,,,,,,,,,
   ind, f,36,19800902, , stephanie, nisheeth, sa, west hindmarsh,4883,2, faithfull circuit, , 7 58506320,5844485,4
,,,,,,,,,,,,,,,
   dan, f,36,19800303, ms, marcus, pilegaard, qld, ravenshoe,2753,16, hugh mckay crescent, , ,5793285,6
,,,,,,,,,,,,,,,
 usa, f,21,19950919, , ashleigh, dodson, nsw, kooringal,2092,22, holden crescent, , 612 88302632,3302855,2
,,,,,,,,,,,,,,,
   ser, f,24,19920907, , alicia, topic, nsw, woodville park,2528,36, reader court, dejarra, 612 35782998,2232808,5
,,,,,,,,,,,,,,,
   unk, f,31,19850113, , levi, abbetmeyer, nsw, canowindra,6104,39, arthur circle, kiloran, 07 86649906,9805309,0
,,,,,,,,,,,,,,,
   usa, f,35,19810528, ms, caleb, holmes, vic, ullina,3802,670, marien place, , 04 81613437,1148069,3
,,,,,,,,,,,,,,,
   fre, f, ,19590201, , tara, plouviez, vic, hillside,3184,4, raws crescent, duck creek, 8 56658795,6708349,3
,,,,,,,,,,,,,,,
   chi, f,11,20050804, mr, ben, jianbua, vic, watsonia,4069,20, clavert place, brentwood vlge, 08 68855142,6415820,5
,,,,,,,,,,,,,,,
   chi, f, ,19520426, , cade, sek, vic, scoresby bc,2262,22, meldrum street, myross, 08 16909617,2865342,2
,,,,,,,,,,,,,,,
   eng, m,6,20100725, , emiily, mcneill, nsw, wakool,2170,14, wakefield avenue, , 02 15737600,9293498,2
,,,,,,,,,,,,,,,
   unk, m,40,19760302, , simone, stranger, act, gilmore,4660,73, dumaresq street, corella, 2 00515326,8096523,7
,,,,,,,,,,,,,,,
   nor, f,11,20050402, , andrew, bjÖrnson, wa, mount barker,2540,22, seaborn place, , 03 02497287,7431504,4
,,,,,,,,,,,,,,,
   chi, m,32,19840526, , kaitlin, hei, vic, erica,2611,12, miranda place, , 618 92798842,3630684,4
,,,,,,,,,,,,,,,
   ira, f,33,19830511, , cain, rouhani, qld, lethebrook,3940,66, durack street, , ,5032951,1
,,,,,,,,,,,,,,,
   usa, m, ,19331115, pfc, samuel, howe, vic, kangaroo ground,3875,23, william webb drive, larnach, ,7304690,7
,,,,,,,,,,,,,,,
   ger, f,22,19940126, ms, felicity, heins, nsw, glen william,2470,10, hicks street, dryburgh cottage, ,4134212,6
,,,,,,,,,,,,,,,
   ser, f,34,19821014, , charlee, strapovic, wa, milpara,2460,8, louis loder street, wattandee, 08 43609519,1170260,1
,,,,,,,,,,,,,,,
   ira, f, ,19270515, , naomi, rohani, qld, robina town centre,4312,11, brunswick circuit, wyoming park, 03 81242362,9199288,0
,,,,,,,,,,,,,,,
   ind, m,32,19841218, , william, hukmani, nsw, pitt town,2680,49, maygar street, , 02 29168907,8266570,4
,,,,,,,,,,,,,,,
   usa, ,31,19851007, , alessandria, howell, qld, causeway lake,4307,47, carruthers street, , 3 58296674,1601654,2
,,,,,,,,,,,,,,,
   spa, m,30,19860402, , aidan, muro, vic, hmas cerberus,2131,1, belconnen mall, australia fair medical west centre, 8 48300457,1616928,1
,,,,,,,,,,,,,,,
   usa, f,23,19930129, , jackson, osborn, nsw, matong,4871,281, girdlestone circuit, , 2 70252554,2541440,3
,,,,,,,,,,,,,,,
   chi, f,28,19880130, , matisse, chik, , toukley,2103,101, , glenmore, 08 56582965,7587062,0
,,,,,,,,,,,,,,,
   eng, f,29,19870907, mr, teileah, beckett, nsw, tinonee,2061,6, adair street, , 2 47434787,9801465,6
,,,,,,,,,,,,,,,
   unk, f,28,19880620, , michael, aballon, vic, illabarook,6027,54, bridge place, , 618 27953118,3936530,5
,,,,,,,,,,,,,,,
   eng, ,22,19940527, , alexa-rose, tennyson, vic, hamilton,3174,15, , , 618 98703778,5206011,5
,,,,,,,,,,,,,,,
   unk, f,28,19881231, ms, dean, scjum, nsw, whalan,6210,11, gillies street, upper yarrowitch, 2 43050957,4649516,8
,,,,,,,,,,,,,,,
 eng, , , , , hayden, dickens, nsw, normanhurst,3185,110, archibaldstreet, , ,2261201,0
,,,,,,,,,,,,,,,
   ina, f,27, , , shandril, salim, nsw, burragate,4163,128, o'connell street, , 02 49647144,5725911,6
,,,,,,,,,,,,,,,
   usa, f,21, , , jennifer, christian, sa, penong,6159,42, couchman crescent, killarney, 7 44462718,7155999,4
,,,,,,,,,,,,,,,
   unk, f,24,19920311, , sarah, strazzari, , ross creek,5571,47, scullin place, bonnie vale, 08 02353095,6317863,1
,,,,,,,,,,,,,,,
   eng, f,22,19940501, ms, caitlin, cock, nsw, coolongolook,4068,2, rocklands street, , 02 96810197,8065250,7
,,,,,,,,,,,,,,,
   eng, f,41,19750620, , elizabeth, haroldson, nsw, arndell park,4870,6, blacket street, , 08 36733629,5194685,9
,,,,,,,,,,,,,,,
   ara, f, ,19060309, ms, benjamin, mahdi, sa, hatherleigh,2320,7, mindarie street, st francis village, 07 39103228,8141563,6
,,,,,,,,,,,,,,,
   tha, ,27,19890624, , brodie, thanom, qld, burleigh heads,3145,211, moulden court, mcleod south, 613 04216279,6659899,7
,,,,,,,,,,,,,,,
   usa, f,27,19890326, , nacoya, munoz, vic, kingston,2060,450, macpherson street, milby cottage, 08 55716199,8552015,0
,,,,,,,,,,,,,,,
   chi, f,10,20060711, ms, amelia, lum, sa, mile end,4306,114, knoke avenue, arcadia, 07 77828629,8551133,4
,,,,,,,,,,,,,,,
   usa, m,36,19800725, dr, isaac, bush, qld, marian,2325,24, phillipson crescent, martins well station, 613 81219975,4001988,7
,,,,,,,,,,,,,,,
   chi, f, ,19950822, , alisha, leung, qld, gayndah,2519,48, andrea place, , 03 91585728,4951520,7
,,,,,,,,,,,,,,,
   , f,28,19880702, , carly, shepherd, qld, woodridge,2285,3, marr street, , 03 39513537,1418805,6
,,,,,,,,,,,,,,,
   usa, f,36,19800606, ms, adam, bowers, vic, chiltern,2044,38, lyndon street, , 08 45281442,4953787,7
,,,,,,,,,,,,,,,
   usa, , ,19990126, mr, thomas, mcguire, sa, whyalla norrie,2340,129, jenkinson street, , 7 21850992,3251832,3
,,,,,,,,,,,,,,,
   eng, f,36,19801027, pfc, jessica, carlisle, vic, fingal,2077,10, bean crescent, , 08 74711828,3365311,5
,,,,,,,,,,,,,,,
   abo, f,23,19931020, , tara, munyarryun, nsw, central macdonald,4179,9, bonwick place, , 02 75367846,7342060,9
,,,,,,,,,,,,,,,
   wel, f,34,19820129, mr, oscar, bellis, nsw, ,2137,31, wettenhall circuit, , 612 23154227,4083110,4
,,,,,,,,,,,,,,,
   eng, ,32,19841203, , , broadbent, qld, rules beach,2010,362, shackleton circuit, , 613 38033395,3330142,6
,,,,,,,,,,,,,,,
   unk, f,26,19900319, , jack, aaternir, wa, kondut,5068,606, collings street, , 08 91959544,7258194,0
,,,,,,,,,,,,,,,
   usa, m,24,19920914, dr, blake, mejia, nsw, ,2034,24, jaeger circuit, , 02 61499566,8263176,9
,,,,,,,,,,,,,,,
   unk, f,25,19910929, ms, matthew, abbetmeyer, nsw, st andrews,2094, , dobell circuit, little shalford, 612 48861616,1885135,8
,,,,,,,,,,,,,,,
   eng, m,32,19840803, mr, cain, wakefield, sa, strathalbyn,2026,326, birdwood street, , 7 48299051,3905842,0
,,,,,,,,,,,,,,,
   unk, f,29,19870104, , jasmine, aaternir, nsw, sussex inlet,6716,3, rumker place, , 02 62440650,2916795,4
,,,,,,,,,,,,,,,
   usa, f,26,19900830, , cooper, weaver, qld, pullenvale,6503,21, groveland crescent, , 3 46905091,4399608,3
,,,,,,,,,,,,,,,
   ger, ,33,19830328, , dillon, wittman, sa, wynarka,2770,45, clubbe crescent, elenera, 7 28863796,1193254,4
,,,,,,,,,,,,,,,
 unk, f, ,19480223, ms, lachlan, aarnoudse, nsw, st andvrews,4068,3, outtrim avenue, , 2 91988389,4782024,2
,,,,,,,,,,,,,,,
   usa, f,9,20070927, , thomas, boyle, vic, rosebud,2480,45, wangara street, wahronga, 08 15790920,3373892,6
,,,,,,,,,,,,,,,
   ind, m,25,19911123, ms, stella, niral, , cremorne,2750,47, jewell close, , 03 87580049,4478942,2
,,,,,,,,,,,,,,,
   eng, f,29,19870108, dr, juliana, whittemore, qld, nambour,2261,103, marcus clarke street, narellan court, 613 92063980,1691444,4
,,,,,,,,,,,,,,,
   cze, f,37, , ms, larissa, , qld, mount stanley,2808,65, phillimore place, , 613 29240494,9578364,0
,,,,,,,,,,,,,,,
   por, f, ,19600223, , cameron, domingues, nsw, booral,2567,6, pudney street, flr 5 john flynn medical centre, 2 16803237,1505579,1
,,,,,,,,,,,,,,,
   usa, f,25,19910223, , ashleigh, chung, nsw, rosemeadow,2304,66, westgarth street, , 612 10168646,9465793,3
,,,,,,,,,,,,,,,
   eng, f, ,19561030, mr, henry, derrickson, vic, three bridges,5066,6, totterdell street, , 8 69728110,9400959,8
,,,,,,,,,,,,,,,
   eng, ,27,19890222, pfc, joel, salvage, vic, cowwarr,3029,30, rule street, , 618 09126391,5296767,6
,,,,,,,,,,,,,,,
   , f,35,19810306, ms, nicholas, mazzone, qld, acland,880,45, summerville crescent, rothbury, 613 50602222,8599881,6
,,,,,,,,,,,,,,,
   usa, f,36, , , william, sykes, vic, blackwood,4211,53, mugga way, , 618 91898766,9060020,1
,,,,,,,,,,,,,,,
   usa, f,22,19940628, ms, imogen, atkinson, qld, crediton,5082,4, scrivener street, , 613 66814600,4389351,3
,,,,,,,,,,,,,,,
   chi, f,21,19950801, mr, kelsey, ning, vic, nullawarre,3992,34, novar street, , 08 37291614,8285382,0
,,,,,,,,,,,,,,,
   unk, f,35,19810704, , teal, aarcy, , kyabram,2541,10, la perouse street, , 04 19755956,1311122,4
,,,,,,,,,,,,,,,
   dan, f, ,19561203, hon, madison, kingo, qld, mount victoria,6169,10, mellor circuit, windy gully, 03 80367349,6914943,1
,,,,,,,,,,,,,,,
   ina, f, ,19290127, mr, brooke, pudjijono, nsw, derwent park,4811,113, spowers circuit, padua park holsteins, 612 20710071,1774719,2
,,,,,,,,,,,,,,,
   tha, f,39,19771103, , kyle, parnthep, vic, freeburgh,4306,154, jim pike avenue, , 618 01740962,2788456,7
,,,,,,,,,,,,,,,
   eng, f,28,19880804, , breana, gabrielson, , tuart hill,2576,62, toolambi street, , 07 80902511,5589456,5
,,,,,,,,,,,,,,,
   unk, f,36,19801128, , kyle, sckel, nsw, currans hill,2211,13, pambula street, glenlofty, 2 29756449,1563056,3
,,,,,,,,,,,,,,,
   usa, f,29,19870501, , kristo, saunders, vic, tempy,3192,7, cathie place, , 8 15657839,8178282,5
,,,,,,,,,,,,,,,
   iri, f,28,19880329, , logan, cavanagh, , patterson lakes,3021,71, macnaughton street, , 07 70638648,8935215,7
,,,,,,,,,,,,,,,
   chi, f,32,19840729, , georgia, oyang, vic, albert park,6107,18, booth crescent, moriah, 8 07207864,3518916,7
,,,,,,,,,,,,,,,
   fin, m,31,19851110, , elly, raevuori, qld, smithfield,2594,36, bellchambers crescent, , 613 64225979,6638344,4
,,,,,,,,,,,,,,,
   eng, f, ,19681107, , mackenzie, samuels, act, canberra business centre,2096,2, robinson street, , 02 62810125,4759871,1
,,,,,,,,,,,,,,,
   unk, f,9,20071228, , emiily, aaternir, qld, hodgleigh,2566,17, national circuit, wilding, 3 91956390,6736144,0
,,,,,,,,,,,,,,,
   usa, f,30,19860829, , jack, morse, , ceduna,4074,8, beagle street, amarra station, 07 74479558,8507143,0
,,,,,,,,,,,,,,,
   nor, f,33,19830416, ms, brendan, lorch, wa, ledge point,2196,23, river street, , 618 45473789,2367797,2
,,,,,,,,,,,,,,,
   eng, ,29,19871030, dr, harriet, ryley, tas, mount rumney,5041,21, lincoln close, , 617 48500816,3901806,5
,,,,,,,,,,,,,,,
   jew, f,33,19830615, , cooper, fleischmann, nsw, wyongah,2794,30, torrens street, , 612 70908902,4626650,5
,,,,,,,,,,,,,,,
   fin, f,10,20060823, , krystin, talonen, qld, cuttaburra,6315,4, carnegie crescent, kurrabri, 03 75100921,4464380,8
,,,,,,,,,,,,,,,
   eng, f,20,19960609, , callum, ness, vic, melbourne airport,2770,190, mccarthy road, , 8 73409583,6915619,2
,,,,,,,,,,,,,,,
   ina, , ,19061009, , benjamin, salim, vic, ,2019,26, tiptree crescent, , 8 00374927,4539568,9
,,,,,,,,,,,,,,,
   unk, f,9,20070104, , chloe, scollard, nsw, junction hill,2539,37, marchant circuit, , 2 13194296,7696203,9
,,,,,,,,,,,,,,,
   eng, m,28,19880221, ms, amaya, patrickson, vic, muckleford,3082,67, roberts street, , 8 07712841,5919081,2
,,,,,,,,,,,,,,,
   jap, f,24,19920830, , jackson, karasuma, tas, sandy bay,2263,38, newton street, , 7 38581532,2315772,5
,,,,,,,,,,,,,,,
   eng, ,29,19870413, ms, benjamin, tennison, vic, malmsbury,2478,34, bandjalong crescent, morrells park, 08 44537901,7826817,0
,,,,,,,,,,,,,,,
   ind, m,31,19850607, , zachariah, vipul, nsw, dural,2073,11, jondol place, , 02 80161154,6707880,5
,,,,,,,,,,,,,,,
   eng, f, ,19110929, , kierra, cookson, wa, perenjori,3000,3, spry place, , ,4119093,6
,,,,,,,,,,,,,,,
   eng, f,27,19891127, dr, giaan, way, , aspley,3108,40, evergood close, merino downs rmb 1194, 02 63705022,2479753,5
,,,,,,,,,,,,,,,
   unk, m,24,19920822, , abigail, abbatista, vic, tolga,6168,33, torrens street, nr cnr school art, 8 76561687,3427157,0
,,,,,,,,,,,,,,,
   eng, , ,19790508, , jordan, younge, wa, kaloorup,2540,12, winton place, , 618 56076049,2498158,9
,,,,,,,,,,,,,,,
   eng, m,37,19790303, , alexandra, blackwood, nsw, heathcote,3775,7, bingham circuit, , 02 90875288,5204859,0
,,,,,,,,,,,,,,,
   spa, f,12,20040617, dr, ella, palma, vic, tylden,2226,930, desailly crescent, , 08 10271032,9011490,6
,,,,,,,,,,,,,,,
