 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id
,,,,,,,,,,,,,,
   rom, m,29,19870221, mr, sarah, cinca, nsw, bergalia,6025,7, parkhill street, the heights, 02 31312951,5999392
,,,,,,,,,,,,,,
   ara, f,26,19900308, , talissa, nelam, tas, lonnavale,3806,11, yumba avenue, , 07 57284515,2993768
,,,,,,,,,,,,,,
   eng, f,28,19881204, , gabriella, hallman, nsw, watsons creek,812,39, , , 612 33401355,8975420
,,,,,,,,,,,,,,
   eng, , ,19660907, dr, jessica, victorsen, nsw, goulburn,3158,3, barton highway, , 612 48236408,3655866
,,,,,,,,,,,,,,
   usa, f, , , , amber, oneal, nsw, dharruk,7310,7, howell place, , 02 53895614,3636894
,,,,,,,,,,,,,,
   chi, f, ,19550518, , kate, min, vic, quantong,3150,55, , , 618 50827897,7693361
,,,,,,,,,,,,,,
   chi, f,21,19951027, col, ebony, miau, vic, bellarine,7249,40, goldner circuit, , 8 57323714,5407002
,,,,,,,,,,,,,,
   eng, m,24,19920722, , brody, alvey, nsw, burrawang,3805,2, yerra court, , 612 14966049,6848438
,,,,,,,,,,,,,,
   afr, f,35,19810318, , georgia, adouki, nt, malak,4101,29, brennan street, , 3 22770597,5678310
,,,,,,,,,,,,,,
   ger, f,24,19920608, , harriet, bruhn, , oaklands park,5540,467, manning street, kareela, 04 70065418,4110590
,,,,,,,,,,,,,,
   ind, , ,19510921, , nathan, naeem, qld, alderley,4122,42, medley street, berkeley vlge, 613 46574301,5873861
,,,,,,,,,,,,,,
   unk, m,32,19840910, , nicholas, strangway, nsw, dora creek,4215,308, carruthers street, silvan glades, 2 02178977,6973553
,,,,,,,,,,,,,,
   usa, m,19,19970125, mr, zoe, barker, sa, rendelsham,2450,137, o'neill street, , 07 48827621,3425337
,,,,,,,,,,,,,,
   eng, , ,19990917, , andrew, pryor, act, university of canberra,3162,18, thurlow place, inglewood, 02 96981968,7944542
,,,,,,,,,,,,,,
   usa, , ,19710516, , benjamin, pearson, qld, tuan forest,2444,7, enright crescent, wintobee, 3 56744442,9800150
,,,,,,,,,,,,,,
   usa, f,30,19861128, , monique, kemp, sa, tranmere,4034,40, saville close, , 07 64116723,1685904
,,,,,,,,,,,,,,
   usa, f,27, , , teagan, brewer, vic, ferntree gully,2075,125, foskett street, the rocks, 08 21112962,8810217
,,,,,,,,,,,,,,
   usa, ,11,20050208, ms, ebony, watts, nsw, kangaloon,3550,4, bunduluk crescent, , 612 81822715,8473808
,,,,,,,,,,,,,,
   abo, , ,19810304, , zack, worosun, nsw, denhams beach,4807,16, hawkesbury crescent, , 02 84867038,6742479
,,,,,,,,,,,,,,
   unk, ,27,19891202, , julia, sclater, qld, maryborough,2285,33, treharne place, , 3 48340088,7376298
,,,,,,,,,,,,,,
   eng, f, , , , alana, hawk, qld, highland park,2540,30, calder crescent, , 02 38682562,6722905
,,,,,,,,,,,,,,
   eng, f,9,20071216, dr, mitchell, fraser, nsw, jeogla,3971,357, hargrave street, brentwood village, 612 26095072,6472043
,,,,,,,,,,,,,,
   unk, f,30,19860529, mr, cooper, strawbridge, qld, deception bay,2250,50, kapunda street, , 03 27492361,5017590
,,,,,,,,,,,,,,
   unk, f,32,19840127, , isabella, , vic, berwick,4055,398, maynard street, raaf, 08 18612999,4410720
,,,,,,,,,,,,,,
   chi, f,9,20071018, ms, talena, ye, tas, flowerdale,3913,64, molesworth street, , 07 36758592,7655789
,,,,,,,,,,,,,,
   sri, f,28, , , bailey, kalpage, nsw, tooleybuc,3977,54, english court, , 2 06575894,6835248
,,,,,,,,,,,,,,
   chi, f,29,19870511, ms, nathan, wong, qld, rothwell,5131,11, giles street, noosa village shopping centre, 03 21881253,4045059
,,,,,,,,,,,,,,
   unk, f,34,19821020, , finn, strampher, qld, st kilda,3220,43, tangari street, murray vale lodge, 613 00343306,2619454
,,,,,,,,,,,,,,
   chi, f,32,19840131, , lucinda, dwan, nsw, cambridge park,2251,56, spensley place, , 07 46323891,8764093
,,,,,,,,,,,,,,
   afr, f,32,19840610, , joshua, ssali, vic, meerlieu,3250,22, blackbutt street, , 618 23690438,1928966
,,,,,,,,,,,,,,
   ser, ,34, , , lachlan, pilic, , banks,3166,60, alfred hill drive, , 03 39893964,3205063
,,,,,,,,,,,,,,
   unk, f,31,19850623, , emma, aakre, qld, kalkie,3875,13, mannheim street, , 613 26787928,3966358
,,,,,,,,,,,,,,
   , f,35, , , matilda, normandale, wa, abba river,2010,87, , , 8 13317524,8147775
,,,,,,,,,,,,,,
   ger, f,37,19790210, mr, freya, maichel, nsw, tichborne,2135,91, discovery street, shillelagh park, 612 19377281,6806082
,,,,,,,,,,,,,,
   usa, f,27,19890522, , maddison, gilbert, , stratford,6155,26, fornax street, , 04 38278246,1308815
,,,,,,,,,,,,,,
   usa, m,33,19831215, dr, monique, cook, wa, ularring,5600,158, learmonth drive, , 08 17026872,3486650
,,,,,,,,,,,,,,
   tha, ,24,19920309, , luke, chutimant, nsw, oxley vale,2303,22, majura avenue, , 2 19703401,9804659
,,,,,,,,,,,,,,
   usa, f,24,19920627, pfc, matthew, curtis, , tumbarumba,5044,11, noble close, , 03 63156262,5658071
,,,,,,,,,,,,,,
   usa, ,26,19900705, mr, jean-claude, clark, qld, coolum beach,3044,71, lambrigg street, john flynn medical centre, 613 48859705,2295179
,,,,,,,,,,,,,,
   iri, ,35,19810328, , mitchell, mcnamara, vic, litchfield,4305,46, wattle street, , 04 25876108,2578754
,,,,,,,,,,,,,,
   unk, f,26,19900725, , adam, sclater, nsw, cells river,6148, , clive steele avenue, extension, 612 79021620,8350442
,,,,,,,,,,,,,,
   eng, f,33,19830408, mr, archer, grey, wa, dudley park,3018,4, savery street, , 02 04026676,5132376
,,,,,,,,,,,,,,
   unk, f,32,19841120, , emiily, scofield, vic, prairie,3700,9, eucumbene drive, mallow, 08 23222268,6355827
,,,,,,,,,,,,,,
   unk, ,26,19900209, , william, scopel, vic, point cook,3500,620, burramurra avenue, petriwil, 08 30939020,6153372
,,,,,,,,,,,,,,
   fre, f,33,19830922, , kane, rannequin, sa, butler,4804,104, bosisto place, , 617 58493230,4069948
,,,,,,,,,,,,,,
   ind, m, ,19880929, ms, luke, sitha, vic, woolsthorpe,2067,24, clarke street, , 618 31207221,3382558
,,,,,,,,,,,,,,
   eng, f,24,19920818, , christian, verity, qld, ipswich,3051,8, launceston street, , 3 22775496,9155410
,,,,,,,,,,,,,,
   , m,22,19941118, ms, james, trainor, qld, dows creek,4030,33, herbert crescent, , 613 95183037,3990340
,,,,,,,,,,,,,,
   ser, f,29, , ms, liam, bedic, , st kilda,2061,67, eyre street, , 07 09878577,8547053
,,,,,,,,,,,,,,
   eng, m, ,19541012, dr, jake, pryor, vic, pura pura,2340,24, mccaughey street, , 08 82486019,9385951
,,,,,,,,,,,,,,
   usa, f,27,19891018, ms, jacob, fletcher, qld, yungaburra,2508,35, belfield crescent, , 03 31081589,4956713
,,,,,,,,,,,,,,
   dan, f,36,19800312, , jaiden, karseffni, nt, woodroffe,3922,51, kaberry place, , 613 22159745,8151884
,,,,,,,,,,,,,,
   rus, f,33,19830615, , kane, malinina, nsw, bentley,3144,135, ferrier place, , ,3043631
,,,,,,,,,,,,,,
   unk, f, ,19180522, ms, abbey, strangway, nsw, south coogee,2606,15, , , 612 05640718,7749850
,,,,,,,,,,,,,,
   eng, m,21,19950412, pfc, toby, mathewson, wa, paralowie,3028,66, cygnet crescent, , 8 33616505,4481306
,,,,,,,,,,,,,,
   ind, m,36,19800726, mr, isabelle, shameem, nsw, number one,3041,20, totterdell street, , 02 95551611,3424498
,,,,,,,,,,,,,,
   usa, ,12,20041008, ms, joshua, foster, qld, beenleigh,2305,76, hallett place, allandale aged care facility, ,6441204
,,,,,,,,,,,,,,
   chi, f, ,19341007, , mitchell, chat, wa, west lamington,5086,12, lane-poole place, , 04 85748613,5989568
,,,,,,,,,,,,,,
   unk, m,35,19810824, mr, brody, , tas, greens beach,2606,89, william wilkins crescent, , 08 05943305,2344202
,,,,,,,,,,,,,,
   usa, f,26,19901210, , jacobie, , nsw, pelaw main,2031,4, kareelah vista, telemon orchards, 2 56269672,5255680
,,,,,,,,,,,,,,
   usa, f,29,19871209, , blake, goff, wa, meenaar,3698,40, lethbridge street, trefusis, 08 89660786,8190423
,,,,,,,,,,,,,,
   , f,12,20040216, ms, cooper, lipton, , flagstaff hill,2207,238, antis street, village walk (cnr high s street, 08 98677971,2976671
,,,,,,,,,,,,,,
   ind, f,30,19860817, ms, nicholas, ujjwal, qld, banyo,2144,34, nannine place, , 613 45822537,2803469
,,,,,,,,,,,,,,
   eng, f,21,19950215, , coby, matthewson, nsw, miandetta,2145,9, cargelligo street, , 2 10399741,3134632
,,,,,,,,,,,,,,
   unk, , ,19611007, , connor, abadi, vic, girgarre,3169,2, winnecke street, brentwood vlge, 07 91559311,6924058
,,,,,,,,,,,,,,
   usa, f,22,19941231, ms, aneka, cheung, wa, regans ford,2067,45, cadell street, , 03 91177079,2981295
,,,,,,,,,,,,,,
   eng, ,23,19931103, , ava, josephson, nsw, sextonville,3028,7, willcock place, , 612 42127114,8763633
,,,,,,,,,,,,,,
   ger, m, ,19331009, , bianca, , , brighton,3137,28, inkster street, , 03 33388162,6731585
,,,,,,,,,,,,,,
   por, f,7,20090511, ms, warrick, zonta, vic, southern cross,6110,58, arndell street, , 8 98924847,6613824
,,,,,,,,,,,,,,
   eng, f, ,19360615, , zac, edison, vic, cambrian hill,3556,32, badimara street, , 8 99044139,7943994
,,,,,,,,,,,,,,
   jew, f,10,20060217, ms, liam, datz, vic, serpentine,6018,54, mcclintock street, moriah, ,6383388
,,,,,,,,,,,,,,
   eng, f,45,19710302, ms, max, harley, nsw, buddina,6255,7, pawsey circuit, , 07 98489217,4112229
,,,,,,,,,,,,,,
   vie, f, ,19430330, ms, , phong, sa, taperoo,6061,20, newdegate street, strathmore vineyard, 617 47164232,4713684
,,,,,,,,,,,,,,
   unk, f,29, , ms, zack, sckel, qld, burwood,4560,41, badimara street, , 613 68086737,8180824
,,,,,,,,,,,,,,
   chi, m,24,19920919, , ashleigh, shum, wa, midland,2671,178, bland place, corinella glen, 8 18993992,8906264
,,,,,,,,,,,,,,
   ind, f,32,19840807, , mitchell, , tas, nile,3022,60, cromwell circuit, , 617 73886787,8081114
,,,,,,,,,,,,,,
   por, f,33,19830215, ms, olivia, soares, wa, seppings,3987,48, gungurra crescent, , 8 24201807,5991227
,,,,,,,,,,,,,,
   , f,19,19970115, , teileah, leslie, , hillman,2425,1429, sinclair street, fair lea, 08 13409841,8969073
,,,,,,,,,,,,,,
   unk, f,27,19890215, , kyle, scopel, sa, kingswood,3862,51, sanderson close, , 07 00262640,1227434
,,,,,,,,,,,,,,
   ara, f, ,19670915, , spyke, alima, vic, deer park,4133,8, morphy place, , 03 43648925,5695472
,,,,,,,,,,,,,,
   gre, m, ,19300729, , kai, karapetrou, wa, mahomets flats,4012,128, bick place, the spur, 8 00609045,5493652
,,,,,,,,,,,,,,
   ser, m,25,19910521, , rosie, lakovic, vic, cundletown,2088,5, corringle close, , 618 28611552,6677871
,,,,,,,,,,,,,,
   wel, f, ,19980406, ms, kristen, gough, qld, cluden,6753,54, frome street, salford park, 613 99975933,3610362
,,,,,,,,,,,,,,
   ser, ,26,19900513, ms, peyton, siladjdzic, nsw, old bonalbo,3174,11, chillagoe street, deridgeree, 2 58560792,4958834
,,,,,,,,,,,,,,
   usa, m, ,19050707, dr, emiily, , qld, upper lockyer,2645,3, barlee place, , 03 83790461,6945414
,,,,,,,,,,,,,,
   ind, m,37,19790706, , simone, keskar, qld, monogorilby,5114,5, carstensz street, , 03 82983398,7984158
,,,,,,,,,,,,,,
   unk, m,37,19791206, , alysha, abbondandola, vic, ,2478,5, namatjira drive, , 07 37053631,7395606
,,,,,,,,,,,,,,
   usa, m,37,19790429, , harry, ellison, , broken hill,3079,22, tahrone place, killone park, ,8647475
,,,,,,,,,,,,,,
   eng, f,31,19851008, , caresse, alfson, , campbelltown,2830,6, alderman street, craigow, 02 66484086,7670758
,,,,,,,,,,,,,,
   unk, f, ,19290708, ms, talia, aakre, nsw, port kembla,4303,8, haydon drive, , 2 79436861,1779409
,,,,,,,,,,,,,,
   , f, , , , madison, gronow, vic, safety beach,2620,8, letters street, , 618 16550640,5458042
,,,,,,,,,,,,,,
   usa, m, ,19700916, , abbey, kline, tas, ridgley,2283,25, sid barnes crescent, retirement village, 617 32317848,9291193
,,,,,,,,,,,,,,
   usa, ,21, , , samuel, kennedy, vic, kalorama,3134,77, matina street, , 8 67110993,5850266
,,,,,,,,,,,,,,
   ser, f,19,19970303, , monique, baric, wa, doubleview,2316,220, limestone avenue, , 618 83402854,3238687
,,,,,,,,,,,,,,
   unk, f, ,19231022, hon, sophie, schwanke, qld, clermont,3977,2, alice jackson crescent, riverwalk one, 3 96622182,6894017
,,,,,,,,,,,,,,
   unk, m,30,19861225, ms, koula, scopel, nsw, woollahra,6081,16, wattle street, , 612 19157684,9486364
,,,,,,,,,,,,,,
   abo, f,28,19880710, ms, abbey, marika, nsw, utakarra,7322,1, carslaw street, , 2 53150407,9549288
,,,,,,,,,,,,,,
   eng, f, ,19341207, ms, hugo, seymour, nsw, graman,3910,1, gillen street, , 02 97103945,1424113
,,,,,,,,,,,,,,
   ind, f,25,19910222, , lachlan, sreeram, nsw, matraville,4730,20, sadlier street, , 612 80091184,3906979
,,,,,,,,,,,,,,
   eng, m, ,19060417, dr, josephine, prescott, qld, gulliver,4560,33, marconi crescent, , 613 35776153,6783039
,,,,,,,,,,,,,,
   abo, f, ,19710404, ms, thomas, , qld, keysland,2173,4, ballumbir street, , 3 33514011,9219377
,,,,,,,,,,,,,,
 usa, ,37,19791211, , wilson, jacobson, wa, st james,4352,17, hadleigh circuit, , 8 25269837, 7703 583
,,,,,,,,,,,,,,
   chi, ,41,19750102, ms, jessica, jye, nsw, rous,5126,51, bertel crescent, , 02 05529740,4085174
,,,,,,,,,,,,,,
   pak, f, ,19650506, ms, max, ghishki, qld, alexandra,2680,12, fawkner street, , 03 06262169,7051914
,,,,,,,,,,,,,,
   chi, , ,19440627, mr, darcy, ywe, qld, conway beach,4060,5, aspinall street, currumbin hill, 03 98776303,7582905
,,,,,,,,,,,,,,
   ind, f, ,19480910, mr, liam, swagat, wa, victoria rock,2460,6, norton street, , 618 94032485,1597870
,,,,,,,,,,,,,,
   eng, f, ,19280914, , andie, ryeley, nsw, trangie,3129,74, brownsmith crescent, , 04 44836411,6263702
,,,,,,,,,,,,,,
   unk, f,22, , , dean, abbondandola, vic, lake bolac,6167,42, kosciusko avenue, wilga, 8 93713701,9157408
,,,,,,,,,,,,,,
   eng, f,29,19870923, , aidan, st, sa, bowmans,3031,47, castleton crescent, , 7 04315813,1927473
,,,,,,,,,,,,,,
   ind, ,22,19940708, pfc, olivia, naganathan, wa, nambung,2151,1, beazley crescent, , 08 93496264,7439981
,,,,,,,,,,,,,,
   ser, f,32,19840110, , charli, savic, vic, bayswater,2444,43, nangor street, , 08 60117726,3343723
,,,,,,,,,,,,,,
   ind, m,11,20051118, hon, michael, vasandmalani, qld, ,2486,9, heagney crescent, montrose, 613 66806889,8120372
,,,,,,,,,,,,,,
   tha, f,20,19960121, , timothy, kantawong, qld, nahrunda,3189,5, catchpole street, , 613 46990666,9827984
,,,,,,,,,,,,,,
   chi, m,34, , ms, thomas, khoo, , cronulla,2913,13, osburn drive, , 02 68918050,9222749
,,,,,,,,,,,,,,
   eng, f,29, , , tahni, rutherford, nsw, south coogee,2126,7, groom street, , 2 54804868,6837826
,,,,,,,,,,,,,,
   ara, , ,19150304, ms, liam, ezzah, sa, west croydon,3023,14, lawley street, , 02 52216477,8592717
,,,,,,,,,,,,,,
   eng, f,28,19881022, , toby, royle, sa, penneshaw,3943,26, kadina crescent, , 7 01209362,6294171
,,,,,,,,,,,,,,
   eng, f,28,19880817, , isabella, , qld, bybera,6061,4, clarey crescent, , 3 98450293,3726933
,,,,,,,,,,,,,,
   eng, f, ,19550806, , , anson, nsw, eleebana,6054,27, elkedra close, , 02 78802611,5226503
,,,,,,,,,,,,,,
   usa, ,34,19820106, , harrison, rush, wa, kanowna,2541,9, dungowan street, , 08 63237070,8865237
,,,,,,,,,,,,,,
   usa, f,26,19900608, , , cohen, qld, dittmer,3630,19, harriot road, knmre street, 03 40922801,6706736
,,,,,,,,,,,,,,
   , m,21,19950706, , casey, juskevics, qld, parkinson,2147,29, bourne street, geneff retirement homes, ,4843080
,,,,,,,,,,,,,,
   usa, m,41, , ms, brianna, ingram, nsw, stanwell tops,4005,7, moorhouse street, , 02 65256646,8124129
,,,,,,,,,,,,,,
   ara, f, ,19470307, ms, ella, aliyah, wa, west pinjarra,2450,25, , the max arcade, 08 11729114,1640944
,,,,,,,,,,,,,,
   jew, f,32,19840427, , adam, reinharz, qld, lowood,2216,17, jenkins street, , 613 46157760,3538125
,,,,,,,,,,,,,,
   usa, f,31,19850309, , daniel, avery, qld, bahrs scrub,2122,5, maranboy street, mawingo, 613 33044883,2828237
,,,,,,,,,,,,,,
   usa, m, ,19770508, , tiana, crawford, sa, jamboree heights,3064,7, kootingal street, amarillo, 7 02703688,3891905
,,,,,,,,,,,,,,
   , m,27,19891216, , dean, ryan, nsw, cawongla,2035,5, ambalindum street, , 2 76702186,5320914
,,,,,,,,,,,,,,
   usa, f,32,19841021, ms, andrew, robbins, nsw, wamoon,2350,18, partridge street, , 612 12542774,5702374
,,,,,,,,,,,,,,
   ger, f,23,19930325, , nicolas, balzaretti, nsw, cumnock,3782,10, nemarang crescent, rockwell garden, 612 85806136,1119363
,,,,,,,,,,,,,,
   eng, m,37, , , bethany, normanson, nsw, warialda,3195,17, stapylton street, , 07 55945996,5925056
,,,,,,,,,,,,,,
   eng, f,34,19820509, , matilda, bourke, sa, hove,3842,34, roseworthy crescent, , 7 73226274,6145955
,,,,,,,,,,,,,,
   usa, f,24,19920718, ms, emiily, mcmahon, vic, noorinbee,4814,21, dunlop street, , 8 44056479,3406551
,,,,,,,,,,,,,,
   unk, m,44,19720407, , erin, scorsone, vic, east preston,3111,204, laptz close, pineview farm, 08 40593260,7613852
,,,,,,,,,,,,,,
   chi, , ,19960512, , brooke, jou, vic, poolaijelo,4035, , paul coe crescent, , 618 13168137,3141666
,,,,,,,,,,,,,,
   sri, f,22,19940204, ms, daniel, desilva, wa, wyola,6076, , bonython street, kinjibi, ,9460050
,,,,,,,,,,,,,,
   ind, f,19,19970513, , douglas, ulind, , dandenong north,2795,91, adam place, sec 375, 08 81920448,6561726
,,,,,,,,,,,,,,
   unk, f,21,19950912, , katelyn, strehovski, , humpty doo,4701,55, dunlop street, , 07 44537614,4906917
,,,,,,,,,,,,,,
   unk, f,25,19911204, pfc, caleb, scime, nsw, mount ousley,2209, , yarrawonga street, , 02 28568924,6385864
,,,,,,,,,,,,,,
   usa, m,26,19901026, ms, olivia, mcpherson, , port lincoln,2144,8, federal highway, , 08 13372472,3398308
,,,,,,,,,,,,,,
   ger, f,37,19790117, , finlay, holtzmann, nsw, booligal,2745,15, alanson place, greenwood, 02 86851293,8791618
,,,,,,,,,,,,,,
   ita, f, ,19271104, mr, max, plone, nsw, barragga bay,4870,138, steinwedel street, , 02 26370224,9646377
,,,,,,,,,,,,,,
   usa, f,26,19900415, , jake, barnes, qld, norwin,2097,23, lyndon street, , 03 30984484,4628623
,,,,,,,,,,,,,,
   ger, f,26, , ms, annabelle, doepker, vic, campbellfield,4720,320, devanny place, , 8 40121910,3482462
,,,,,,,,,,,,,,
   fin, f, ,19410710, , amber, lappi, nsw, cudmirrah,2880,4, packer street, , 612 14256586,6389275
,,,,,,,,,,,,,,
   pak, f,12,20040320, pfc, michelle, harral, , karrabin,2216,7, ross smith crescent, , 07 23062496,3135500
,,,,,,,,,,,,,,
   usa, m,21,19950823, , alice, maldonado, nsw, barellan,6102,25, wenholz street, brookvale, 2 30372119,4140359
,,,,,,,,,,,,,,
   eng, ,12,20040813, , jordan, milford, sa, old noarlunga,3585,269, madsen place, , 617 80348299,1276132
,,,,,,,,,,,,,,
   ina, f,29, , ms, india, gunawan, nsw, st johns park,7248,2, ashkanasy crescent, glenlofty, ,6104976
,,,,,,,,,,,,,,
   chi, , , , , richard, dzou, vic, tonimbuk,4350,13, beardsmore place, , 618 18474743,3812436
,,,,,,,,,,,,,,
   unk, ,31,19850910, dr, emiily, stratou, nsw, oxley park,3013,81, foxall street, , 612 18132499,7203195
,,,,,,,,,,,,,,
   usa, ,37,19790606, , ruby, marshall, nsw, oxford falls,4566,28, waugh close, the parks, 02 28291804,4434266
,,,,,,,,,,,,,,
   ind, f,32,19840221, ms, tiarna, pabley, wa, westminster,3805,6, elanora place, , 8 55006164,7028226
,,,,,,,,,,,,,,
   vie, f,25, , pfc, flynn, vu, sa, peterborough,2700,37, nagara street, , 07 45970969,3565038
,,,,,,,,,,,,,,
   usa, f,30,19860708, ms, kirra, foster, nsw, wombat,2220,5, yabtree place, tilburoo, 02 88896156,9390587
,,,,,,,,,,,,,,
   ina, ,35,19810726, hon, samuel, santoso, vic, hawkesdale,3996,62, , , 08 60237128,7614431
,,,,,,,,,,,,,,
   ira, m,33,19830102, , adam, saremi, qld, whitsundays,3201,16, roberts street, , 613 73452219,6463393
,,,,,,,,,,,,,,
   ind, m,31,19851006, , brooklyn, gundugollu, nsw, cowra,3170,11, mccawley street, sheep station, 08 47477004,8828739
,,,,,,,,,,,,,,
   eng, f,23,19930406, ms, mikayla, mcnab, , ballina,2560,214, melrose drive, , 08 14845395,3743768
,,,,,,,,,,,,,,
   tur, f, ,19200901, ms, ella, , nsw, bourke,2207,402, endeavour street, , 2 65978725,7487604
,,,,,,,,,,,,,,
   ser, f,33,19830328, , carla, dragulic, qld, mount pluto,2831,411, , wangi shoppng centre, 03 33836593,6560120
,,,,,,,,,,,,,,
   unk, ,23, , , sophie, aaberg, nsw, scone,4020,1103, lampard circuit, , 02 99185362,3754222
,,,,,,,,,,,,,,
   unk, f,28,19881230, , james, scottjackson, qld, jubilee heights,4053,69, tindall place, row 1, 3 23777038,1562672
,,,,,,,,,,,,,,
   , f,30,19860115, , bridget, waller, qld, hudson,2870,40, glyde place, , 613 15082493,4664376
,,,,,,,,,,,,,,
   eng, f,32,19840103, , jacqueline, mcnab, wa, burekup,4350,3, meldrum street, old comara, 8 77706704,9454824
,,,,,,,,,,,,,,
   fin, , ,19671024, mr, ruby, jÄnne, wa, canton beach,2580,14, sewell place, , 08 99707262,1602493
,,,,,,,,,,,,,,
   chi, f,37,19790223, ms, owen, mok, qld, jindalee,2821,47, walsh place, , 03 94699931,2548893
,,,,,,,,,,,,,,
   chi, f,31,19851009, ms, samuel, dan, nsw, sodwalls,4300,8, macalister crescent, , 2 78424033,4680033
,,,,,,,,,,,,,,
   , f,22,19940827, col, taliah, ottewell, nsw, kurrajong,3337,17, sampson place, sherwood, 02 92033852,1277734
,,,,,,,,,,,,,,
   hun, f,21,19950614, , christian, boros, , highgate,2380,8, hussey cove, , 07 48020316,7907620
,,,,,,,,,,,,,,
   por, f,8,20080218, ms, bianca, balsemao, , east maitland,4650,12, ipima street, , 02 57895392,1370799
,,,,,,,,,,,,,,
   ind, f, ,19000713, , ruby, ilyas, , east maitland,4007,28, lewis luxton avenue, taronga, 02 95108798,1580223
,,,,,,,,,,,,,,
   eng, ,28,19880925, , abbie, midgley, qld, yengarie,5031,115, moodie street, , 613 30456031,9249920
,,,,,,,,,,,,,,
   iri, m,12,20040506, pfc, noah, kilduff, qld, meringandan west,2011,91, homburg street, , 613 35597580,7676308
,,,,,,,,,,,,,,
   chi, f,34,19821107, dr, riley, ruan, vic, lorne,2428,22, power street, , 08 94363181,6175086
,,,,,,,,,,,,,,
   wel, f,10,20060328, , tahlia, maddocks, wa, wadderin,6169,3, dixon drive, , 618 33506171,5426590
,,,,,,,,,,,,,,
   eng, f,34,19820825, ms, michael, carlyle, , toormina,6054,12, mehaffey crescent, denny downs, 08 85371479,5927064
,,,,,,,,,,,,,,
   chi, f, ,19650723, , schkirra, wan, qld, rocky point,4021,4, bass garden, tamar park, 03 88015036,4077699
,,,,,,,,,,,,,,
   usa, ,32,19840118, , emiily, tyson, nsw, goolmangar,3223,51, ballarat street, rahan arabians, 02 09813041,4248130
,,,,,,,,,,,,,,
   eng, m,39,19771215, , sophie, hackett, nsw, kalbar, ,11, mckail crescent, , 612 35749318,5207275
,,,,,,,,,,,,,,
   afg, m,12,20041210, , jett, utmankhel, nsw, milton, ,24, ingram street, , 612 73900171,1811770
,,,,,,,,,,,,,,
   eng, ,22,19940412, , ciaran, rennoll, wa, coomberdale,2680,17, allen place, legacy vlge, 8 36362221,4442836
,,,,,,,,,,,,,,
   eng, , ,19411015, , joshua, gabriels, qld, quinalow,2831,607, anstey street, , 03 51767252,2365476
,,,,,,,,,,,,,,
   usa, f,34,19820718, , bayley, byers, vic, south yarra,2108,29, strzelecki crescent, digger orchard, 8 76707000,4622387
,,,,,,,,,,,,,,
   ser, f,26,19901019, , esther, siladjdzic, nsw, emu plains,3501,4, gurrang avenue, , ,4401246
,,,,,,,,,,,,,,
   ind, f,31,19850820, mr, finn, bhanghoo, nsw, ashcroft,4650,67, cotton street, , 2 77339303,8990625
,,,,,,,,,,,,,,
   chi, ,23,19930825, , zane, que, vic, labrador,4218,6, dirrawan garden, , 618 24772558,1337390
,,,,,,,,,,,,,,
   usa, f, ,19900622, , jayden, kirkland, qld, nangwee,2795,186, cayley place, , 613 06424624,1430951
,,,,,,,,,,,,,,
   chi, , ,19101002, , oscar, yeo, qld, canterbury,2207,118, egerton close, , 3 52700732,3832251
,,,,,,,,,,,,,,
   usa, m,23,19930831, pfc, bella, berg, sa, raymond terrace,3144,6, jardine street, , 07 73961686,9601096
,,,,,,,,,,,,,,
   gre, ,25,19910924, , michael, paraskevidis, vic, mcdowall,2560,19, highett street, yalgoora, 08 14117670,9171978
,,,,,,,,,,,,,,
   unk, f,24,19920328, , daniel, aarcy, nsw, tucabia,4455,133, medworth crescent, , 02 58897386,9158690
,,,,,,,,,,,,,,
   usa, ,28,19880716, , joshua, hicks, vic, kangaroo flat,3015,64, nanson place, , 08 03801903,6089949
,,,,,,,,,,,,,,
   eng, ,27,19891116, , sam, clausson, vic, west lakes,5253,13, de little circuit, marebone, 8 72318956,7546014
,,,,,,,,,,,,,,
   eng, ,28,19881226, mr, paris, dick, sa, wilmington,4352,22, beaney street, whispering pines, 07 20572985,7026359
,,,,,,,,,,,,,,
   unk, f,28,19880507, ms, blake, aballon, vic, trafalgar,2615,26, port jackson circuit, ramano estate locn 1, 8 76210833,9384971
,,,,,,,,,,,,,,
   usa, m,34,19820209, , samuel, gentry, nsw, bungendore,3630,5, petterd street, , 612 53133335,9038464
,,,,,,,,,,,,,,
   eng, ,27,19890308, , mia, addison, nsw, aberdeen,5290,22, forbes street, , ,6465624
,,,,,,,,,,,,,,
   chi, f,34,19821130, , william, shao, wa, witchcliffe,2028,101, bolliger place, kepnock grove, 8 55408658,7931985
,,,,,,,,,,,,,,
   usa, m,26,19901129, ms, bronte, hyde, nsw, whalan,2106,50, clyne place, north burradoo, ,9237379
,,,,,,,,,,,,,,
   chi, f,30, , , alexandra, phan, qld, laidley creek west,3340,6, riley close, inverpine ret vill, 3 27119936,3225505
,,,,,,,,,,,,,,
   eng, m,25,19910115, , jake, tracy, qld, devon park,4217,184, bailes court, , 613 07775242,1320495
,,,,,,,,,,,,,,
   , f, ,19030726, , oliver, hope, nsw, wonboyn lake,810,219, scoble place, , 2 34167639,1255193
,,,,,,,,,,,,,,
