 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id
,,,,,,,,,,,,,,
   unk, f,27,19890716, , toby, abat, vic, jamieson,3133,22, lomatia place, , 08 27481849,5909765
,,,,,,,,,,,,,,
   pak, m,29, , , wilson, , vic, eldorado,4563,35, golden grove, argyle, 618 53204329,2098964
,,,,,,,,,,,,,,
   ira, f,33,19830912, dr, jasmine, ardalan, wa, yorkrakine,2311,17, arunta street, , 618 25082892,5671447
,,,,,,,,,,,,,,
   hun, f,31, , , dillon, csillag, nsw, coolangatta,3923,15, manning street, , 02 69110423,8565973
,,,,,,,,,,,,,,
   sri, m,20,19960122, pfc, samuel, madhugala?, qld, jericho,4169,21, ainsworth street, serenity, 3 43645079,3979791
,,,,,,,,,,,,,,
   usa, f, ,19091105, mr, naomi, pugh, act, pearce,2480,32, findlay street, , 2 27105972,3536571
,,,,,,,,,,,,,,
   chi, f,31, , , taylor, sim, vic, swan hill,2144,119, nathan street, , 8 72764559,2723267
,,,,,,,,,,,,,,
   chi, ,30,19860318, , chloe, awyang, vic, pirron yallock,4114,1, wilkins street, white house, 08 31477119,3424827
,,,,,,,,,,,,,,
   unk, ,31,19850105, , ruby, stratou, vic, safety beach,4570,17, wenholz street, alabama, 08 96353592,9913189
,,,,,,,,,,,,,,
   pol, m,27,19891018, ms, jesse, aronowitz, nsw, bimbi,2222,24, tipiloura street, , 02 12900964,1333931
,,,,,,,,,,,,,,
   chi, f,32,19840120, dr, chloe, mong, vic, chirnside park,4207,6, leahy close, , 8 55646697,7400200
,,,,,,,,,,,,,,
   ind, f, ,19330325, , joshua, mittal, wa, eurardy,4017,35, port arthur street, , 8 79059883,1174405
,,,,,,,,,,,,,,
   chi, f,37,19790107, mr, hannah, fang, vic, newmarket,4615,23, maitland street, , 618 91050021,6626561
,,,,,,,,,,,,,,
   unk, m, ,19620106, , liam, aarts, qld, oombabeer,7010,144, burrinjuck crescent, , 613 07710143,9211592
,,,,,,,,,,,,,,
   unk, ,35,19810609, ms, kaitlin, scjum, , bossley park,3055,130, tazewell circuit, port 4, 07 69347162,8926560
,,,,,,,,,,,,,,
   eng, f,22,19940906, dr, mikayla, hogarth, sa, wingfield,830,589, merrett garden, winters, 03 37982605,4087556
,,,,,,,,,,,,,,
   tha, ,29,19870726, mr, , yongchaiyudh, vic, bayswater,6061,37, burnie street, , 618 01228008,5681783
,,,,,,,,,,,,,,
   chi, ,25,19910103, mr, stella, rwan, vic, forest hill,2037,8, mortimer lewis drive, , 08 81175931,6697391
,,,,,,,,,,,,,,
   ger, f,31,19850616, dr, connor, schuerbrock, qld, central queensland mc,4700,64, landale place, alnwick, 613 42593180,1092487
,,,,,,,,,,,,,,
   eng, f,35,19811214, pfc, liam, brams, vic, nerrena,2133,54, meston place, , 08 43763947,6821880
,,,,,,,,,,,,,,
   usa, f,19, , pfc, jinni, ferguson, nsw, perthville,6530,76, moore street, , 2 16514885,5649510
,,,,,,,,,,,,,,
   eng, f, ,19070318, , oliver, stoddard, qld, bald hills,2289,47, dempsey place, rsd frareen, 03 28759493,3398812
,,,,,,,,,,,,,,
   unk, f,34,19820505, , emiily, aaron, qld, mermaid beach,3046,4, , , 613 86602045,4157686
,,,,,,,,,,,,,,
   nor, ,7,20090309, , bayley, elmersson, nsw, weetaliba,6330,66, nicolle place, , 07 21870751,5443998
,,,,,,,,,,,,,,
   unk, m,10, , ms, william, scogin, nsw, killara,2611,43, bates street, , 2 90278835,6291580
,,,,,,,,,,,,,,
   afg, f,29,19870129, dr, charlotte, kakarh, act, o'malley,3677,40, louis loder street, , 02 07164701,3668534
,,,,,,,,,,,,,,
   ina, f,29,19870422, mr, charlie, wibowo, vic, shoalhaven heads,3039,12, schinckel place, kinnoul, 08 48865154,8888570
,,,,,,,,,,,,,,
   eng, f,26, , , nemesia, matthewson, qld, sun valley,3142,43, moore street, piastre, 3 65001433,2526523
,,,,,,,,,,,,,,
   ind, m,30,19861231, , oscar, vishwamber, wa, williams,4154,1, bancroft street, inverpine retirement village, 03 09864164,5707221
,,,,,,,,,,,,,,
   unk, f, , , , ethan, strapp, sa, tarcowie,3105,63, summerland circuit, guest vlge, 617 32573580,5127224
,,,,,,,,,,,,,,
   usa, m,34,19820930, mr, kaitlyn, , nsw, burringbar,3737,8, southern cross drive, , 2 60212672,7472660
,,,,,,,,,,,,,,
   usa, f,26,19900629, , luke, rivers, nsw, moree,2713,168, , , ,6709706
,,,,,,,,,,,,,,
   pol, f,38,19780424, , kylee, bachleda, nsw, new brighton,2062,31, wanganeen avenue, , 612 51160111,9195620
,,,,,,,,,,,,,,
   jew, f,38,19781207, , keaton, cassel, nsw, clunes,3054,57, yerra court, , 2 83279506,7839384
,,,,,,,,,,,,,,
   eng, m,30, , , claire, scrivenor, wa, stirling range national park,3138,101, canberra avenue, , 08 55396953,1301195
,,,,,,,,,,,,,,
   unk, m,30,19860720, , jordan, scofield, vic, thoona,2035,16, bandjalong crescent, , 8 06554454,8069356
,,,,,,,,,,,,,,
   usa, f,34,19820709, dr, , mcknight, vic, dalmore,4825,51, stewart crescent, tall pines, 618 26510371,5813134
,,,,,,,,,,,,,,
   eng, f,32,19841105, dr, jayden, melville, qld, camoola,4171,206, , blue hills, 03 79927076,1745184
,,,,,,,,,,,,,,
   usa, f, , , , jack, santiago, vic, noorat,4560,68, pryton close, , 04 85805227,8232935
,,,,,,,,,,,,,,
   fin, ,38, , , mia, nimonen, qld, grays gate,5052,25, heidelberg street, , 613 17546955,4074492
,,,,,,,,,,,,,,
   usa, ,24,19920818, , callum, leon, qld, mount nebo,3690,430, illingworth street, windellama est, 3 48105840,8278719
,,,,,,,,,,,,,,
   unk, f,30,19860113, , olivia, scime, vic, watsonia,2036,12, ellenborough street, , ,7659208
,,,,,,,,,,,,,,
   usa, f,28,19880809, , luke, vazquez, act, weetangera,2007,3, burkitt street, , 03 39467036,7125790
,,,,,,,,,,,,,,
   por, f,23,19930518, , noah, hechevaria, nsw, williamtown raaf,4151,56, amangu street, , 02 67395472,1816377
,,,,,,,,,,,,,,
   unk, f,27,19891023, , sophie, scottjackson, tas, red hills, ,6, blamey crescent, ardroy-south, 08 08913859,9644156
,,,,,,,,,,,,,,
   ind, m,25,19910315, , barkly, charan, vic, clarinda,6020,16, bandjalong crescent, , 8 42028072,2430815
,,,,,,,,,,,,,,
   ind, ,28,19880205, pfc, jacob, shrestha, qld, murray,6151,7, bootle place, , 613 66598239,1286207
,,,,,,,,,,,,,,
   unk, ,21,19950520, dr, adam, abadi, , lennox head,4879,40, lockhart place, , 02 91733766,7004956
,,,,,,,,,,,,,,
   ger, f,39,19770918, , hollie, schriter, vic, melbourne airport,2153,63, anketell street, , 8 56293384,1888076
,,,,,,,,,,,,,,
   ind, f,24,19921012, mr, hayley, tickoo, nsw, exeter,3550,4, prichard circuit, , 612 74773817,2997589
,,,,,,,,,,,,,,
   chi, f, ,19670503, , sarah, , nsw, bishops bridge,6701,13, oliver street, , 03 81740520,3274179
,,,,,,,,,,,,,,
   ser, f,17, , , kane, omerovic, sa, ,3072,1, weddin circuit, port 4, ,9696279
,,,,,,,,,,,,,,
   unk, m,31,19851018, , gianni, abadi, vic, coimadai,2766,51, mialli place, iron shoe lodge, 04 52459884,6970080
,,,,,,,,,,,,,,
   chi, f,19,19970916, , rachel, zeng, vic, richmond,4306,40, ebden street, , 08 39822508,6851670
,,,,,,,,,,,,,,
   chi, f,21,19950919, , hayden, sun, nsw, bonalbo,3026,43, warby place, , 02 68637163,3328695
,,,,,,,,,,,,,,
   ser, f,29,19870529, ms, olivia, marsic, nsw, coodanup,2119,51, goddard crescent, , 612 20642285,2888986
,,,,,,,,,,,,,,
   hun, ,31,19850222, ms, hannah, piota, nsw, carabost,6148,65, national circuit, , 02 78115692,4679693
,,,,,,,,,,,,,,
   iri, m,35,19810201, mr, mitchell, munroe, nsw, aroona,2727,50, wattle street, , 02 54062542,5465230
,,,,,,,,,,,,,,
   ind, f,21,19950511, , aikaterina, chaterju, qld, holland park,3930,51, tea drinking ck, , 03 04184857,4988943
,,,,,,,,,,,,,,
   ara, f, ,19780717, , kylee, shafath, tas, summerhill,2086,26, mirning crescent, , 07 58641534,6890421
,,,,,,,,,,,,,,
   unk, f,31,19850711, , lachlan, scoby, act, weston,2250,23, henry melville crescent, , 2 75846400,1652188
,,,,,,,,,,,,,,
   chi, f,26,19900313, , lachlan, gao, wa, prince regent river,3820,110, free place, lake kennedy street, 08 20750837,2773501
,,,,,,,,,,,,,,
   eng, f,29,19870402, dr, olivia, fairclough, nsw, rowville,3055,36, kitchener street, manor park, 612 93343140,8129666
,,,,,,,,,,,,,,
   jap, m,37,19790911, , cameron, koyanagi, , sandgate,3148,17, axford place, , 04 38015682,8214492
,,,,,,,,,,,,,,
   eng, f,30,19860615, pfc, danika, adamson, nsw, erskine park,3747,28, condamine street, cave ridge, 612 98257384,4015821
,,,,,,,,,,,,,,
   eng, f,27,19890103, , jed, georgeson, nt, carina heights,2536,8, strickland crescent, , 03 69519257,3416452
,,,,,,,,,,,,,,
   eng, f,25,19910211, mr, joshua, nathanson, vic, bungador,6330,6, sturdee crescent, brentwood vlge, 08 41287517,5807487
,,,,,,,,,,,,,,
   ind, m,35,19810207, , danielle, sidda, tas, dunbogan,4655,11, elkedra close, flowery dell, 7 92081981,1078829
,,,,,,,,,,,,,,
   ara, f,24,19921122, , oliver, yasmeenah, , ,4311,14, midwood court, wombat hill, 08 04573421,3199287
,,,,,,,,,,,,,,
   afr, ,27,19890901, , oscar, dossou, , torquay,2620,7, holden crescent, , 04 92644922,3602506
,,,,,,,,,,,,,,
   usa, ,9,20070105, , caleb, huber, wa, binduli,2290,123, counsel street, , 08 07890353,7598481
,,,,,,,,,,,,,,
   chi, f, ,19080505, , zakariah, ssima, vic, dunkeld,4178,14, loban court, , 08 59588148,6574570
,,,,,,,,,,,,,,
   usa, f, , , , jasmine, frazier, nsw, tennyson,5051,7, mcnamara street, morrells park, 02 72391853,6845943
,,,,,,,,,,,,,,
   eng, f,28,19880919, pfc, harry, albinson, vic, euroa,6167, , holmes crescent, autum lodge, 08 50156923,6233143
,,,,,,,,,,,,,,
   fin, f,21,19951123, , alana, vilkuna, tas, stonehenge,5576,31, yambina crescent, , 04 77849208,9775448
,,,,,,,,,,,,,,
   unk, m,37,19791108, , ella, scirri, vic, yarraville,2480,50, leeper place, unt 52, 07 73662918,7678532
,,,,,,,,,,,,,,
   usa, f,31,19851018, , malakai, barron, nsw, bombala,4275,792, macpherson street, gulgong vineyard, 02 56699767,3658161
,,,,,,,,,,,,,,
   wel, m, ,19711111, ms, arabella, folland, tas, mount seymour,3040,56, duffy street, , 07 53856433,2799556
,,,,,,,,,,,,,,
   unk, f,29,19870202, dr, chelsie, scime, vic, chatsworth,2903,13, namatjira drive, , 618 22987604,6706820
,,,,,,,,,,,,,,
   ind, f,11, , col, nicole, panth, qld, acacia ridge,2263,26, dexter street, tullatoola, 03 82867534,2008698
,,,,,,,,,,,,,,
   unk, f, ,19740304, , thomas, scofield, sa, veitch,3072,52, dryandra street, apt 16 the village, 07 76054142,9150128
,,,,,,,,,,,,,,
   , f,27,19890604, , ethan, lusted, , patterson lakes,5159,14, petterd street, box range, 03 22643026,8142473
,,,,,,,,,,,,,,
   pol, f, ,19120909, ms, matthew, aronowitz, qld, bungeworgorai,6071,51, fitzmaurice street, , 03 03917445,6082488
,,,,,,,,,,,,,,
   abo, ,24,19920922, , caitlin, goolagong, nsw, cathcart,4178,46, tanda place, , 612 99778470,1753241
,,,,,,,,,,,,,,
   eng, f,31,19850910, , jake, kitchen, qld, spearwood,3073,6, wakefield garden, geneff retirement homes, 03 47455541,6707946
,,,,,,,,,,,,,,
   unk, m,32,19840902, mr, joshua, strangway, qld, branchview,2530,77, , tantallon, 3 75639513,7018628
,,,,,,,,,,,,,,
   dan, m,27,19890305, , courtney, carlsen, nsw, hornsby heights,3028,4, bertel crescent, , 2 70995112,5264721
,,,,,,,,,,,,,,
   tur, , ,19391206, , emiily, hanminn, qld, breadalbane,5066,71, barnett close, , 613 91926277,3061146
,,,,,,,,,,,,,,
   ger, ,28,19880117, , benjamin, neezer?, qld, kirkwood,4506,49, mccawley street, , 3 33253048,2734971
,,,,,,,,,,,,,,
   unk, f,22,19940617, , hollie, scime, vic, bet bet,3155,7, brassey street, brandywine stud, 08 52528628,7587972
,,,,,,,,,,,,,,
   eng, f, ,19441108, , lachlan-john, philips, wa, monjingup,2209,20, howie court, rosetta village, 8 18294147,6364933
,,,,,,,,,,,,,,
   eng, f, ,19880606, , , mayes, qld, wyalla plaza,4860, , maplestone place, , 03 84092619,2645421
,,,,,,,,,,,,,,
   dut, m, ,19110725, ms, james, clauss, sa, flinders park,3105,38, higgins crescent, , 07 16650037,6702908
,,,,,,,,,,,,,,
   unk, f,34,19821119, , jack, abbitt, nsw, greystanes,3136,7, shackleton circuit, numby, 612 94087924,8468232
,,,,,,,,,,,,,,
   usa, ,27,19890321, , georgia, burke, vic, hopetoun,4560,150, a'beckett street, , 8 37540780,7011559
,,,,,,,,,,,,,,
   eng, f,33,19830908, , lucas, kendrick, qld, benarkin north,5161,7, mackennal street, westminster place, 3 31401835,3077260
,,,,,,,,,,,,,,
   ara, f,34,19820719, , samuel, falak, nsw, numeralla,2756,60, wagga street, , 612 46023054,4265849
,,,,,,,,,,,,,,
   ind, ,23,19930523, ms, connor, desani, wa, wialki,3934,10, chewings street, the willows, 08 64255136,3430012
,,,,,,,,,,,,,,
   tur, f,31,19850701, mr, jennifer, and, vic, chepstowe,3081,125, mugglestone place, the lakes retirement village, 618 77286908,8996157
,,,,,,,,,,,,,,
   usa, m,34,19820702, ms, jayde, rios, nsw, merrygoen,3074,103, ironbark crescent, , 2 08976399,2706050
,,,,,,,,,,,,,,
   sri, f,23,19930912, , nathan, ratnayake, nsw, woodpark,2830,7, outtrim avenue, , 2 52032106,3929471
,,,,,,,,,,,,,,
   eng, m,10,20061228, , carly, pottinger, nsw, cookamidgera,2147,6, hovea street, , 2 96717071,6685627
,,,,,,,,,,,,,,
   chi, f,30,19861224, , alessandra, chau, vic, porepunkah,4005,106, culgoa circuit, , 8 29564965,7809326
,,,,,,,,,,,,,,
   pak, m, ,19580212, , vincent, lashari, tas, midway point,2118,17, graves place, , 07 90508332,3518048
,,,,,,,,,,,,,,
   ser, f,38,19780901, , lily, tadej, nsw, eglinton,3011,14, a'beckett street, sit 50b, 08 17489089,2126429
,,,,,,,,,,,,,,
 unk, f,30,19860226, ms, kr isten, abbetmeyer, vic, safety beach,6066,16, dugan street, twojays, 618 98653475,2006659
,,,,,,,,,,,,,,
   pak, f, ,19560223, ms, isabella, bajarani, qld, yandaran,2093,10, hugh mckay crescent, , 3 05272564,2390462
,,,,,,,,,,,,,,
   ser, ,31,19850321, ms, lachlan, karic, tas, sassafras,6026,2, macrobertson street, glendower, 7 33800678,5913969
,,,,,,,,,,,,,,
   eng, f, ,19901213, mr, matthew, sergeant, wa, mount helena,6155,4, winnecke street, , 8 54519893,3634284
,,,,,,,,,,,,,,
   unk, f, ,19300407, , brett, strehovski, sa, heathpool,3011,10, downward place, , 617 89786580,5215766
,,,,,,,,,,,,,,
   chi, m, ,19230909, , emiily, syi, qld, bushland beach,7021,41, mcguiness place, , 3 44786483,9644593
,,,,,,,,,,,,,,
   ind, f,31, , , ned, seshadri, , trentham,2203,4, coree place, , 02 29988639,7225345
,,,,,,,,,,,,,,
   usa, m,19,19970505, , daniel, stanton, nsw, east lindfield,4670,18, kater place, , 2 37951575,6390821
,,,,,,,,,,,,,,
   usa, ,37,19790808, ms, jessica, larsen, qld, lower tenthill,2602,1, goyder street, bowan brae, 613 83659887,7062628
,,,,,,,,,,,,,,
   usa, f, ,19011009, , hudson, rodgers, vic, rocklands,3174,11, meehan garden, , 618 34436480,4591383
,,,,,,,,,,,,,,
   chi, f, ,19981001, ms, jayden, aw, qld, ulogie,3201, , morice place, eden park, 3 81171977,6048078
,,,,,,,,,,,,,,
   usa, f, ,19340822, ms, dylan, parker, nsw, harefield,5044,50, denovan circuit, , 2 87491528,8751053
,,,,,,,,,,,,,,
   usa, f,21,19950406, ms, tahnee, cline, nsw, toormina,3191,12, markham street, kiermont est, 03 82683188,8310437
,,,,,,,,,,,,,,
   afg, f,35,19810117, , alice, aziz, act, stirling,2195,9, elizabeth crescent, , 612 11058218,1775428
,,,,,,,,,,,,,,
   vie, f,32,19840213, , emma, ngo, vic, glengarry,3981,42, packer street, , 8 15980889,2345857
,,,,,,,,,,,,,,
   usa, f, ,19861117, , chelsea, olson, nsw, hollydeen,2480,7, govett place, villa 2, 02 38170200,2042122
,,,,,,,,,,,,,,
   unk, m,36,19800801, mr, jasmine, scolastique, vic, selby,2484,29, jabanungga avenue, , 08 24038560,9879025
,,,,,,,,,,,,,,
   eng, ,40, , mr, keziah, harman, qld, warnoah,2488,12, captain cook crescent, paddy, ,2373616
,,,,,,,,,,,,,,
   ser, m,29,19870711, , brandon, alinavec, vic, streatham,2320,15, maribyrnong avenue, , 03 46192413,3445709
,,,,,,,,,,,,,,
   jap, f,38,19780422, , bianca, matsuzawa, nt, batchelor,3020,11, tompson street, , 08 39775200,1051840
,,,,,,,,,,,,,,
   eng, f,34,19820217, , anastasia, ryeley, qld, scarness,2097,30, hodgson crescent, , 3 37583980,6793760
,,,,,,,,,,,,,,
   eng, f,37, , , jack, bloxam, nsw, brocklehurst,3083,64, bundey street, , 2 92340926,5786309
,,,,,,,,,,,,,,
   wel, f,33,19830404, , gabrielle, edmunds, qld, coonambula,3381, , glenelg street, , 3 74442445,7992655
,,,,,,,,,,,,,,
   eng, m, ,19740204, , lucy, elliston, wa, zanthus,5090,75, ainsworth street, seaforth vlge, 08 02083167,1617849
,,,,,,,,,,,,,,
   usa, f,10,20060924, ms, max, mills, nsw, balmoral village,4055,33, deeley place, , 2 23024937,8440510
,,,,,,,,,,,,,,
   eng, f,21,19950828, hon, caleb, jacobsen, , rostrevor,2230,8, caley crescent, woodridge, 03 46675781,5677060
,,,,,,,,,,,,,,
   unk, f,23,19930724, , jessica, abbondandola, wa, wannanup,3976,160, kingsford smith drive, bangor centre, 618 32525514,6791476
,,,,,,,,,,,,,,
   eng, f, ,19790519, , george, stoddard, vic, cottles bridge,4312,2, walu street, bulala, 8 33369343,9708429
,,,,,,,,,,,,,,
   ind, f,29,19870215, , luke, shashank, nsw, mysterton,6152,8, lomatia place, villa 80, 612 95746505,4544671
,,,,,,,,,,,,,,
   unk, f, ,19320104, , nicole, scolastique, sa, port hughes,2324,5, goldner circuit, plain view, 617 67060694,9441885
,,,,,,,,,,,,,,
   unk, f,25,19910115, , mia, scottjackson, nsw, rollands plains,3023,14, eaves street, , 612 16857583,9753848
,,,,,,,,,,,,,,
   ind, f, ,19210225, , lily, shripati, qld, holgate,2350,39, stopford crescent, sp 11650016, 3 92479785,1047734
,,,,,,,,,,,,,,
   usa, ,27,19890221, , elizabeth, hoover, vic, mernda,2260,27, burn street, wendley park, 08 91906108,6488335
,,,,,,,,,,,,,,
   fre, f,30,19860818, mr, jye, decaux, , bondi junction,3030,17, hawkesworth place, , 04 29137331,3892266
,,,,,,,,,,,,,,
   , f,31,19850904, , jaiden, mccarthy, nsw, armidale,3187,58, totterdell street, diamond water cvn, 02 54390318,1722138
,,,,,,,,,,,,,,
   dut, m,25,19910715, mr, kayla, vancansinck, sa, north haven,2478,181, rodway street, , 7 73560016,7923924
,,,,,,,,,,,,,,
   eng, , ,19270717, ms, charlotte, hawk, qld, valkyrie,2100,65, o'rourke street, , 613 02544238,2930508
,,,,,,,,,,,,,,
   ind, f,31, , , arabella, kanitkar, vic, noosa parklands,2067,34, talbot street, , 8 86633611,3021641
,,,,,,,,,,,,,,
   eng, f,32,19840826, , robbie, mckenna, nsw, ulong,4223,54, audas place, , 2 12754027,5634655
,,,,,,,,,,,,,,
   usa, f,12,20040120, ms, lily, wong, vic, weatherboard, ,16, freehill street, greglea village, 08 58927343,6430219
,,,,,,,,,,,,,,
   unk, f,32,19840825, , holly, scopel, qld, oakey,3083,5, heard street, bahloo, 03 32861264,1629810
,,,,,,,,,,,,,,
   unk, f,29,19870403, dr, samantha, abadi, qld, jimna,2736,37, mackellar crescent, , 3 03040455,8325658
,,,,,,,,,,,,,,
   usa, f,27,19890703, mr, isabelle, wang, wa, dunsborough,4129,64, walker crescent, , 04 44934572,7324272
,,,,,,,,,,,,,,
   ser, ,33,19830503, ms, brinley, dragulic, vic, augathella,3029,30, holden crescent, pankina, 8 63937192,7063586
,,,,,,,,,,,,,,
   unk, m,25,19910702, , erin, strahn, act, theodore,3216,131, manning street, , 2 72753249,7050394
,,,,,,,,,,,,,,
   chi, f,20,19960713, , kristen, zhuang, sa, albert park,6157,1, solomon crescent, , 07 44303854,9239068
,,,,,,,,,,,,,,
   afg, f,34, , pfc, daniele, afridi, nsw, freemans waterhole,3550,3, shepherd street, rosehill, 02 15559944,3180768
,,,,,,,,,,,,,,
   eng, f,30, , , benjamin, cocks, nsw, mooroolbark,2291,65, london circuit, , 02 88148435,2396851
,,,,,,,,,,,,,,
   ser, f,21,19950902, , tahlia, hovat, nsw, green valley, ,2, waite street, , 2 53088559,2614950
,,,,,,,,,,,,,,
   ita, f, ,19440516, ms, william, donatoni, wa, datatine,3058,43, coombe street, , 02 28589784,2554420
,,,,,,,,,,,,,,
   , f,32,19840607, ms, caitlin, , vic, burrowye,3134,27, dumas street, sheep station, 08 40316419,6715846
,,,,,,,,,,,,,,
   pol, f,32,19841102, , juliana, drzazgowski, vic, balmattum,4670,17, carstensz street, , 618 79277277,2155801
,,,,,,,,,,,,,,
   eng, f,26,19900212, , oliver, samuelson, nsw, macquarie links,2066, , arthur circle, , 02 67543351,7595777
,,,,,,,,,,,,,,
   eng, f,35,19810304, ms, sarah, yong, vic, hotham heights,7250,84, mollee crescent, electorate office, 8 29627596,7369468
,,,,,,,,,,,,,,
   ina, f,31,19850102, mr, mitchell, widjaja, vic, miram,5044,30, wattle street, , 08 91735582,1817628
,,,,,,,,,,,,,,
   , f,30,19860929, ms, kiarnee, amiet, qld, middlemount,5554,18, burnett street, , 3 27279274,9015578
,,,,,,,,,,,,,,
   ser, ,33,19830219, mr, peter, hren, wa, rocklea,5606,17, bellchambers crescent, tryphinia view, 8 17738118,6014586
,,,,,,,,,,,,,,
   eng, f, ,19320428, hon, finnbar, hamm, vic, ascot,2035,52, fitzalan street, erins rest, 08 90482854,2119985
,,,,,,,,,,,,,,
   ger, f,12,20040218, dr, millane, lingen, vic, great western,2036,19, pavonia street, , 618 33649051,5866683
,,,,,,,,,,,,,,
   cze, , ,19620328, mr, aneka, dubovy, qld, yaamba,4815,49, camfield place, , 03 84517502,4574202
,,,,,,,,,,,,,,
   eng, f, ,19660822, , trent, tipton, , mitcham,5112,44, , , 08 18145561,8824191
,,,,,,,,,,,,,,
   unk, f, ,19401220, , lachlan, aarnoudse, nsw, berkshire park,3140,42, damala street, rowethorpe, 04 44132796,2691083
,,,,,,,,,,,,,,
   eng, ,36,19800223, ms, matthew, royle, , kelmscott,4019,26, emily bulcock crescent, , 04 16152950,5010515
,,,,,,,,,,,,,,
   gre, f, ,19270405, ms, kane, simopoulos, qld, canungra,3556,91, mills street, , 613 32467030,4948246
,,,,,,,,,,,,,,
   usa, ,31,19851003, , shantal, black, nsw, bayview,6027,113, andrea place, , 612 60996147,4712293
,,,,,,,,,,,,,,
   fin, m,20,19961115, , maddison, karsikas, nsw, kooyong,2318,48, lowe court, , 612 64953172,4675513
,,,,,,,,,,,,,,
   unk, f,32,19840211, mr, hollie, straw, vic, meeniyan,2572,116, barr-smith avenue, yacklin, 618 00232630,8101538
,,,,,,,,,,,,,,
   eng, f,24,19920930, ms, sarah, edwardson, qld, churchill,4650,31, akhurst grove, swainston, 3 40103395,8335164
,,,,,,,,,,,,,,
   eng, ,23,19931010, , channing, jamison, qld, geham,3228,5, nunan crescent, sutherwood north, 613 05398009,3743980
,,,,,,,,,,,,,,
   ser, f, ,19270525, , lily, mozi, nsw, nattai,3085,17, sidaway street, hilltop hostel rowethorpe, 02 03419233,6833034
,,,,,,,,,,,,,,
   pol, f,10,20060919, , jasper, bocian, nsw, marayong,4216,84, parker street, , 02 50084329,6639527
,,,,,,,,,,,,,,
   dan, f,23,19931223, ms, jasmyn, nielson, nsw, marmong point,2446,56, howitt street, , 2 93887766,3314747
,,,,,,,,,,,,,,
   ara, f,25,19910804, mr, mollie, zalfa, qld, maria creeks,5172,30, gamburra street, gimberts road, 613 78129262,7784053
,,,,,,,,,,,,,,
   cze, m, ,19070102, , amelia, drugacs, qld, eungai creek,6027,6, wynn street, , 03 27775119,2156432
,,,,,,,,,,,,,,
   tha, f,38,19780321, ms, kimberley, karnasuta, wa, kadathinni,3500,7, bacchus circuit, rowethorpe, 618 27931957,4988248
,,,,,,,,,,,,,,
   eng, m,31,19850805, , tiahana, paterson, qld, burrum town,3111,4, kambalda crescent, , 3 67480447,4432293
,,,,,,,,,,,,,,
   abo, f, ,19600902, , esme, tapai, qld, coongoola,2220,15, sid barnes crescent, , 613 74102561,7665021
,,,,,,,,,,,,,,
   eng, f,34,19821211, , charlotte, pierson, vic, taylors lakes,3064,88, de burgh street, , 8 75396446,4107147
,,,,,,,,,,,,,,
   dut, f,24,19920519, , william, vanvlissingen, vic, yarrambat,5082,80, ballumbir street, , 618 32324592,2356397
,,,,,,,,,,,,,,
   eng, m,31,19850205, , brodee, trevis, vic, greendale,4060,23, chataway crescent, , 618 18750711,7488891
,,,,,,,,,,,,,,
   usa, f,28,19880618, , solomon, randall, wa, gabbin,2430,54, coningham street, bull plain, 07 85596001,2425729
,,,,,,,,,,,,,,
   ita, f, ,19911003, , samantha, funicello, sa, stonyfell,6006,79, mchugh street, , 617 85785119,6110207
,,,,,,,,,,,,,,
   ira, f,31,19850331, , samantha, assadi, wa, tarcoola beach,4184,20, curtin place, , 08 49051994,1692431
,,,,,,,,,,,,,,
   chi, ,21,19950330, , connor, mo, vic, euroa,3453,6, alexander mackie circuit, villa 2, ,9665378
,,,,,,,,,,,,,,
   eng, ,27,19890526, , jackson, carlyle, nsw, jamberoo, ,54, light street, , 612 95403822,7710352
,,,,,,,,,,,,,,
   eng, f,38,19780928, , reegan, derricks, nsw, rose valley,5127,827, temperley street, caravn park, 2 80624964,5310860
,,,,,,,,,,,,,,
   unk, m,19,19970612, , georgia, abbetmeyer, nsw, kurnell,2154,8, bandjalong crescent, fairbank, ,4676622
,,,,,,,,,,,,,,
   rom, f,30,19860106, ms, nicholas, cristea, qld, carine,2326,8, wittenoom crescent, mountain view retirement vlge, 613 58717682,7743738
,,,,,,,,,,,,,,
   chi, ,12,20041112, mr, rosie, lao, nsw, yalbraith,2190,64, marsden street, , 2 66101084,1555656
,,,,,,,,,,,,,,
   fin, ,35, , pfc, ruby, haapakoski, vic, underbool,5035,17, aspinall street, parry hse, 618 74800528,3977381
,,,,,,,,,,,,,,
   ind, f,12, , , , narasimha, tas, avoca beach,4878,38, collie street, townview, 617 69873040,1832476
,,,,,,,,,,,,,,
   ind, f, ,19530409, , joshua, hashmatani, nsw, scarborough,3429,8, russell drysdale crescent, oak valley, 02 15023532,6733373
,,,,,,,,,,,,,,
   usa, ,32, , ms, ashleigh, lopez, nsw, glenhaven,5152,19, southwood retreat, , 2 40533573,6312241
,,,,,,,,,,,,,,
   chi, f,36,19801020, , alicia, you, , sunshine,2114,13, rivett street, , 07 71999673,2149025
,,,,,,,,,,,,,,
   chi, f,34, , , lucy, jen, sa, elizabeth,2615,100, gosse street, , 617 49571580,3219417
,,,,,,,,,,,,,,
